row_label_raw,row_label_full,col_0,31/12/2021 > Giá trị VND,31/12/2021 > Tỷ lệ %,01/01/2021 > Giá trị VND,01/01/2021 > Tỷ lệ %,numeric__31/12/2021 > Giá trị VND,numeric__31/12/2021 > Tỷ lệ %,numeric__01/01/2021 > Giá trị VND,numeric__01/01/2021 > Tỷ lệ %
Công ty Cổ phần Đầu tư Dùng Tâm (*),Công ty Cổ phần Đầu tư Dùng Tâm (*),Công ty Cổ phần Đầu tư Dùng Tâm (*),799.124.230.000,"30,42%",1.299.124.230.000,"51,00%",799124230000.0,0.3042,1299124230000.0,0.51
Cổ đông khác,Cổ đông khác,Cổ đông khác,1.828.178.240.000,"69,58%",1.248.178.240.000,"49,00%",1828178240000.0,0.6958,1248178240000.0,0.49
,,,2.627.302.470.000,100%,2.547.302.470.000,100%,2627302470000.0,1.0,2547302470000.0,1.0
