row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2021 VND,Năm 2020 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2021 VND,numeric__Năm 2020 VND
Tiền chi khác từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền chi khác từ hoạt động kinh doanh,Tiền chi khác từ hoạt động kinh doanh,17,,(385.970.000),(145.700.000),17.0,,-385970000.0,-145700000.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,19.334.584.823,(101.963.954.458),20.0,,19334584823.0,-101963954458.0
Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,,,,
"Tiền chi đề mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi đề mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","Tiền chi đề mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,,(911.217.680),(844.325.668),21.0,,-911217680.0,-844325668.0
"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,,-,46.212.830.587,22.0,,,46212830587.0
"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,,(4.461.135.000.000),(3.267.361.369.863),23.0,,-4461135000000.0,-3267361369863.0
"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,,4.110.737.369.863,3.383.373.114.100,24.0,,4110737369863.0,3383373114100.0
Tiền chi đầu tư góp vốn vào đơn vị khác,Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi đầu tư góp vốn vào đơn vị khác,Tiền chi đầu tư góp vốn vào đơn vị khác,25,,-,(97.500.000.000),25.0,,,-97500000000.0
Tiền thu hồi đầu tư góp vốn vào đơn vị khác,Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu hồi đầu tư góp vốn vào đơn vị khác,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,332.560.730.000,47.521.173.000,26.0,,332560730000.0,47521173000.0
"Tiền thu lãi vay, cổ tức và lợi nhuận được chia","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu lãi vay, cổ tức và lợi nhuận được chia","Tiền thu lãi vay, cổ tức và lợi nhuận được chia",27,,50.642.833.687,52.259.243.381,27.0,,50642833687.0,52259243381.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,31.894.715.870,163.660.665.537,30.0,,31894715870.0,163660665537.0
Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,,,,
"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","Lưu chuyển tiền từ hoạt động tài chính > Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",31,,80.000.000.000,-,31.0,,80000000000.0,
Tiền thu từ đi vay,Lưu chuyển tiền từ hoạt động tài chính > Tiền thu từ đi vay,Tiền thu từ đi vay,33,,2.527.442.045.299,2.119.479.950.036,33.0,,2527442045299.0,2119479950036.0
Tiền trả nợ gốc vay,Lưu chuyển tiền từ hoạt động tài chính > Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,,(2.458.178.537.137),(2.184.545.095.389),34.0,,-2458178537137.0,-2184545095389.0
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,149.263.508.162,(65.065.145.353),40.0,,149263508162.0,-65065145353.0
Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền từ hoạt động tài chính > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,50,,200.492.808.855,(3.368.434.274),50.0,,200492808855.0,-3368434274.0
