row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2021 VND,Năm 2020 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2021 VND,numeric__Năm 2020 VND
Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,,,,
Lợi nhuận trước thuế,Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,133.793.880.547,13.008.253.618,1.0,,133793880547.0,13008253618.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
Khấu hao TSCĐ và BĐSĐT,Điều chỉnh cho các khoản > Khấu hao TSCĐ và BĐSĐT,Khấu hao TSCĐ và BĐSĐT,02,,3.008.498.200,3.859.947.361,2.0,,3008498200.0,3859947361.0
Các hoàn nhập/trích lập dự phòng,Điều chỉnh cho các khoản > Các hoàn nhập/trích lập dự phòng,Các hoàn nhập/trích lập dự phòng,03,,(8.307.874.951),(2.234.259.861),3.0,,-8307874951.0,-2234259861.0
Lãi hoạt động đầu tư,Điều chỉnh cho các khoản > Lãi hoạt động đầu tư,Lãi hoạt động đầu tư,05,,(153.922.152.381),(39.973.430.748),5.0,,-153922152381.0,-39973430748.0
Chi phí lãi vay,Điều chỉnh cho các khoản > Chi phí lãi vay,Chi phí lãi vay,06,,7.798.950.760,5.521.322.051,6.0,,7798950760.0,5521322051.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,(17.628.697.825),(19.818.167.579),8.0,,-17628697825.0,-19818167579.0
"Tăng, giảm các khoản phải thu","Điều chỉnh cho các khoản > Tăng, giảm các khoản phải thu","Tăng, giảm các khoản phải thu",09,,71.550.296.114,(71.679.637.168),9.0,,71550296114.0,-71679637168.0
"Tăng, giảm hàng tồn kho","Điều chỉnh cho các khoản > Tăng, giảm hàng tồn kho","Tăng, giảm hàng tồn kho",10,,(1.380.000.000),-,10.0,,-1380000000.0,
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Điều chỉnh cho các khoản > Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,,(5.830.328.937),3.874.337.609,11.0,,-5830328937.0,3874337609.0
"Tăng, giảm chi phí trả trước","Điều chỉnh cho các khoản > Tăng, giảm chi phí trả trước","Tăng, giảm chi phí trả trước",12,,(222.509.646),(114.799.373),12.0,,-222509646.0,-114799373.0
"Tăng, giảm chứng khoán kinh doanh","Điều chỉnh cho các khoản > Tăng, giảm chứng khoán kinh doanh","Tăng, giảm chứng khoán kinh doanh",13,,(9.288.263.034),(5.304.173.471),13.0,,-9288263034.0,-5304173471.0
Tiền lãi vay đã trả,Điều chỉnh cho các khoản > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(7.829.941.849),(5.762.238.602),14.0,,-7829941849.0,-5762238602.0
Thuế thu nhập doanh nghiệp đã nộp,Điều chỉnh cho các khoản > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(9.650.000.000),(3.013.575.874),15.0,,-9650000000.0,-3013575874.0
