row_label_raw,row_label_full,STT,Công ty,31/12/2021VND,01/01/2021VND,numeric__Công ty,numeric__31/12/2021VND,numeric__01/01/2021VND
1,1,1,Công ty CP Dược phẩm Cửu Long (DCL),,,,,
1,1 > 1,1,- Hợp tác đầu tư,184.000.000.000,-,,184000000000.0,
1,1 > 1,1,- Phải thu khách hàng,1.903.702.063,804.110.446,,1903702063.0,804110446.0
1,1 > 1,1,- Phải thu lợi nhuận hợp tác đầu tư,4.753.561.644,-,,4753561644.0,
2,2,2,Công ty CP nước khoáng Khánh Hòa,,,,,
2,2 > 2,2,- Phải thu khách hàng,1.192.801.625,284.608.824,,1192801625.0,284608824.0
2,2 > 2,2,- Phải trả người bán,18.960.448,-,,18960448.0,
3,3,3,Công ty CP FIT Cosmetics,,,,,
3,3 > 3,3,- Hợp tác đầu tư,-,6.475.000.000,,,6475000000.0
3,3 > 3,3,- Phải thu khách hàng,4.626.065.240,3.623.609.240,,4626065240.0,3623609240.0
3,3 > 3,3,- Phải thu lợi nhuận hợp tác đầu tư,-,1.349.802.738,,,1349802738.0
3,3 > 3,3,- Phải trả người bán,651.409.890,16.327.101,,651409890.0,16327101.0
4,4,4,Công ty CP Chế biến thực phẩm xuất khẩu Miền Tây,,,,,
4,4 > 4,4,- Phải thu khách hàng,-,250.002.506,,,250002506.0
5,5,5,Công ty CP Thuốc Ung thư Benovas,,,,,
5,5 > 5,5,- Phải thu khách hàng,304.533.532,393.185.801,,304533532.0,393185801.0
6,6,6,Công ty CP Đầu tư Dũng Tâm,,,,,
6,6 > 6,6,- Phải thu khách hàng,48.463.613,979.210,,48463613.0,979210.0
7,7,7,Công ty CP FIT Consumer,,,,,
7,7 > 7,7,- Phải thu khách hàng,160.310.800,160.310.800,,160310800.0,160310800.0
8,8,8,Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,,,,,
8,8 > 8,8,- Hợp tác đầu tư,35.000.000.000,135.000.000.000,,35000000000.0,135000000000.0
8,8 > 8,8,- Phải thu lợi nhuận hợp tác đầu tư,119.671.233,1.982.465.754,,119671233.0,1982465754.0
9,9,9,Công ty CP Đầu tư Bất động sản F.I.T,,,,,
9,9 > 9,9,- Hợp tác đầu tư,68.800.000.000,220.283.000.000,,68800000000.0,220283000000.0
9,9 > 9,9,- Phải thu lợi nhuận hợp tác đầu tư,2.858.203.559,5.905.252.002,,2858203559.0,5905252002.0
10,10,10,Công ty CP Today Cosmetics,,,,,
10,10 > 10,10,- Hợp tác đầu tư,-,10.000.000.000,,,10000000000.0
10,10 > 10,10,- Phải thu lợi nhuận hợp tác đầu tư,-,815.342.464,,,815342464.0
11,11,11,Công ty CP Mũi Dinh Ecopark,,,,,
11,11 > 11,11,- Phải trả gốc hợp tác đầu tư,101.997.929.443,110.420.361.272,,101997929443.0,110420361272.0
11,11 > 11,11,- Phải trả lợi nhuận hợp tác đầu tư,4.298.022.356,4.639.415.797,,4298022356.0,4639415797.0
