row_label_raw,row_label_full,col_0,Năm 2021VND,Năm 2020VND,numeric__Năm 2021VND,numeric__Năm 2020VND
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,133.793.880.547,13.008.253.618,133793880547.0,13008253618.0
Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,,,,
Trừ:,Điều chỉnh cho thu nhập chịu thuế > Trừ:,Trừ:,(60.064.500),(5.875.533.600),-60064500.0,-5875533600.0
"- Cổ tức, lợi nhuận được chia","Điều chỉnh cho thu nhập chịu thuế > - Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia",(60.064.500),(5.875.533.600),-60064500.0,-5875533600.0
Cộng:,Điều chỉnh cho thu nhập chịu thuế > Cộng:,Cộng:,1.023.964.860,3.297.528.996,1023964860.0,3297528996.0
- Chi phí không được trừ,Điều chỉnh cho thu nhập chịu thuế > - Chi phí không được trừ,- Chi phí không được trừ,1.023.964.860,3.297.528.996,1023964860.0,3297528996.0
Thu nhập tính thuế,Điều chỉnh cho thu nhập chịu thuế > Thu nhập tính thuế,Thu nhập tính thuế,134.757.780.907,10.430.249.014,134757780907.0,10430249014.0
Thuế suất,Điều chỉnh cho thu nhập chịu thuế > Thuế suất,Thuế suất,20%,20%,0.2,0.2
Chi phí thuế thu nhập tính trên thu nhập tính thuế,Điều chỉnh cho thu nhập chịu thuế > Chi phí thuế thu nhập tính trên thu nhập tính thuế,Chi phí thuế thu nhập tính trên thu nhập tính thuế,26.951.556.181,2.086.049.803,26951556181.0,2086049803.0
Điều chỉnh thuế năm 2020,Điều chỉnh cho thu nhập chịu thuế > Điều chỉnh thuế năm 2020,Điều chỉnh thuế năm 2020,33.124.717,-,33124717.0,
Thuế TNDN được giảm 30% theo NQ số 406/NQ-UBTVQH15 ngày 19/10/2021 (*),Điều chỉnh cho thu nhập chịu thuế > Thuế TNDN được giảm 30% theo NQ số 406/NQ-UBTVQH15 ngày 19/10/2021 (*),Thuế TNDN được giảm 30% theo NQ số 406/NQ-UBTVQH15 ngày 19/10/2021 (*),(8.085.466.854),(625.814.941),-8085466854.0,-625814941.0
Chi phí thuế TNDN hiện hành,Điều chỉnh cho thu nhập chịu thuế > Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,18.899.214.044,1.460.234.862,18899214044.0,1460234862.0
