row_label_raw,row_label_full,col_0,col_1,31/12/2025Triệu VND,31/12/2024Triệu VND,numeric__col_1,numeric__31/12/2025Triệu VND,numeric__31/12/2024Triệu VND
,,,,Các khoản phải thu nội bộ,2.095.198,,,2095198.0
,,,,Các khoản phải thu bên ngoài (i),17.713.735,,,17713735.0
,,,,,19.808.933,,,19808933.0
(i),(i),(i),Các khoản phải thu bên ngoài,,,,,
(i),(i),(i),Các khoản phải thu bên ngoài,31/12/2025Triệu VND,31/12/2024Triệu VND,,,
(i),(i) > (i),(i),Tạm ứng mua sắm tài sản cố định,4.955.332,978.017,,4955332.0,978017.0
(i),(i) > (i),(i),Phải thu từ ngân sách Nhà nước về hỗ trợ lãi suất,276.917,386.139,,276917.0,386139.0
(i),(i) > (i),(i),Thuế thu nhập doanh nghiệp nộp thừa (Thuyết minh 36),491.779,490.936,,491779.0,490936.0
(i),(i) > (i),(i),Thuế giá trị gia tăng được khấu trừ (Thuyết minh 36),87.857,20.423,,87857.0,20423.0
(i),(i) > (i),(i),Tạm ứng thuế khác (Thuyết minh 36),2,2,,2.0,2.0
(i),(i) > (i),(i),Chi phí xây dựng cơ bản dở dang (*),410.794,339.472,,410794.0,339472.0
(i),(i) > (i),(i),Phải thu trong hoạt động mua hẫn miễn truy đời bộ chứng từ theo thư tín dụng (**),7.860.768,9.453.064,,7860768.0,9453064.0
(i),(i) > (i),(i),Các khoản phải thu khác,3.630.286,1.997.410,,3630286.0,1997410.0
(i),(i) > (i),(i),,17.713.735,13.665.463,,17713735.0,13665463.0
(*),(*),(*),Chi tiết của chi phí xây dựng cơ bản dở dang như sau:,,,,,
(*),(*),(*),Chi tiết của chi phí xây dựng cơ bản dở dang như sau:,31/12/2025Triệu VND,31/12/2024Triệu VND,,,
(*),(*) > (*),(*),Xây dựng cơ bản dở dang,410.794,339.472,,410794.0,339472.0
(*),(*) > (*),(*),"Trong đó, những dự án lớn:",312.709,186.349,,312709.0,186349.0
(*),(*) > (*),(*),Dự án trụ sở Chi nhánh Tân Định,71.381,46.347,,71381.0,46347.0
(*),(*) > (*),(*),Dự án trụ sở Chi nhánh Bình Dương,64.104,47.969,,64104.0,47969.0
(*),(*) > (*),(*),Dự án trụ sở Chi nhánh Đông Bình Dương,60.527,38.037,,60527.0,38037.0
(*),(*) > (*),(*),Dự án trụ sở Chi nhánh Đồng Tháp,14.301,10.702,,14301.0,10702.0
(*),(*) > (*),(*),Dự án Trung tâm số hóa và kho lưu trữ Bắc Ninh,78.304,41.464,,78304.0,41464.0
(*),(*) > (*),(*),Dự án trụ sở Chi nhánh Thành phố Hồ Chí Minh,1.830,1.830,,1830.0,1830.0
(*),(*) > (*),(*),Dự án trụ sở chính tại KĐT Cầu Giấy,22.262,-,,22262.0,
