row_label_raw,row_label_full,col_0,col_1,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Trong hạn_5,numeric__col_1,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Trong hạn_5
,,,,Trên3 tháng,Đến 3tháng,Đến 1 tháng,Từ trên1 tháng đến3 tháng,Từ trên3 tháng đến12 tháng,Từ trên1 năm đến5 năm,Trên 5 năm,Tổng cộng,,,,,,,,,
,,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,
Tài sân,Tài sân,Tài sân,Tài sân,Tài sân,Tài sân,Tài sân,Tài sân,Tài sân,Tài sân,Tài sân,Tài sân,,,,,,,,,
I,Tài sân > I,I,"Tiền mặt, vàng bạc, đá quý",-,-,15.466.014,-,-,-,-,15.466.014,,,,15466014.0,,,,,15466014.0
II,Tài sân > II,II,Tiền gửi tại NHNNVN,-,-,37.211.549,-,-,-,-,37.211.549,,,,37211549.0,,,,,37211549.0
III,Tài sân > III,III,Tiền gửi và cho vay các TCTD khác – gộp,-,-,508.269.848,13.288.562,5.118.900,-,-,526.677.310,,,,508269848.0,13288562.0,5118900.0,,,526677310.0
IV,Tài sân > IV,IV,Chứng khoán kinh doanh – gộp,-,-,-,-,7.362.215,-,-,7.362.215,,,,,,7362215.0,,,7362215.0
V,Tài sân > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,-,374.918,-,-,-,374.918,,,,,374918.0,,,,374918.0
VI,Tài sân > VI,VI,Cho vay khách hàng – gộp,9.475.985,3.385.855,146.711.306,379.203.011,514.526.636,252.720.993,348.494.432,1.654.518.218,,9475985.0,3385855.0,146711306.0,379203011.0,514526636.0,252720993.0,348494432.0,1654518218.0
VII,Tài sân > VII,VII,Chứng khoán đầu tư – gộp,-,-,200.117,20.544.745,42.865.655,60.911.892,38.797.855,163.320.264,,,,200117.0,20544745.0,42865655.0,60911892.0,38797855.0,163320264.0
VIII,Tài sân > VIII,VIII,"Góp vốn, đầu tư dài hạn – gộp",-,-,-,-,-,-,6.741.134,6.741.134,,,,,,,,6741134.0,6741134.0
IX,Tài sân > IX,IX,Tài sân cố định,-,-,-,-,-,-,7.979.571,7.979.571,,,,,,,,7979571.0,7979571.0
X,Tài sân > X,X,Tài sân Có khác – gộp,-,-,8.477.197,21.916.611,2.731.236,1.876.893,218.307,35.220.244,,,,8477197.0,21916611.0,2731236.0,1876893.0,218307.0,35220244.0
Tổng tài sân,Tài sân > Tổng tài sân,Tổng tài sân,Tổng tài sân,9.475.985,3.385.855,716.336.031,435.327.847,572.604.642,315.509.778,402.231.299,2.454.871.437,,9475985.0,3385855.0,716336031.0,435327847.0,572604642.0,315509778.0,402231299.0,2454871437.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
I,Nợ phải trả > I,I,Các khoản nợ Chính phủ và NHNNVN và tiền gửi và vay các TCTD khác,-,-,426.920.662,40.501.258,557.193,606.147,369.562,468.954.822,,,,426920662.0,40501258.0,557193.0,606147.0,369562.0,468954822.0
II,Nợ phải trả > II,II,Tiền gửi của khách hàng,-,-,850.912.291,245.902.920,524.722.195,52.903.615,-,1.674.441.021,,,,850912291.0,245902920.0,524722195.0,52903615.0,,1674441021.0
V,Nợ phải trả > V,V,Phát hành giấy tờ có giá,-,-,715,4.096.000,15.000.000,2.500.000,5.504.506,27.101.221,,,,715.0,4096000.0,15000000.0,2500000.0,5504506.0,27101221.0
VI,Nợ phải trả > VI,VI,Các khoản nợ phải trả khác,-,-,6.454.660,21.424.104,6.839.466,732.120,696,35.451.046,,,,6454660.0,21424104.0,6839466.0,732120.0,696.0,35451046.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,-,-,1.284.288.328,311.924.282,547.118.854,56.741.882,5.874.764,2.205.948.110,,,,1284288328.0,311924282.0,547118854.0,56741882.0,5874764.0,2205948110.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,9.475.985,3.385.855,(567.952.297),123.403.565,25.485.788,258.767.896,396.356.535,248.923.327,,9475985.0,3385855.0,-567952297.0,123403565.0,25485788.0,258767896.0,396356535.0,248923327.0
