row_label_raw,row_label_full,Thuế giá trị gia tăng,Số dư tại ngày1/1/2025Triệu VND > 48.019,Phát sinh trong năm > Số phải nộpTriệu VND > 756.557,Phát sinh trong năm > Số đã nộpTriệu VND > (825.279),Số dư tại ngày 31/12/2025 > Phải trảTriệu VND > 67.154,Số dư tại ngày 31/12/2025 > Ứng trướcTriệu VND > (87.857),Số dư tại ngày 31/12/2025 > Tổng cộngTriệu VND > (20.703),numeric__Số dư tại ngày1/1/2025Triệu VND > 48.019,numeric__Phát sinh trong năm > Số phải nộpTriệu VND > 756.557,numeric__Phát sinh trong năm > Số đã nộpTriệu VND > (825.279),numeric__Số dư tại ngày 31/12/2025 > Phải trảTriệu VND > 67.154,numeric__Số dư tại ngày 31/12/2025 > Ứng trướcTriệu VND > (87.857),numeric__Số dư tại ngày 31/12/2025 > Tổng cộngTriệu VND > (20.703)
Thuế TNDN,Thuế TNDN,Thuế TNDN,3.828.467,7.634.386,(9.035.721),2.918.911,(491.779),2.427.132,3828467.0,7634386.0,-9035721.0,2918911.0,-491779.0,2427132.0
Trong đó:,Trong đó:,Trong đó:,,,,,,,,,,,,
- Thuế TNDN của Ngân hàng,Trong đó: > - Thuế TNDN của Ngân hàng,- Thuế TNDN của Ngân hàng,3.828.531,7.631.579,(9.032.912),2.918.911,(491.713),2.427.198,3828531.0,7631579.0,-9032912.0,2918911.0,-491713.0,2427198.0
- Điều chỉnh thuế các nằm trước,Trong đó: > - Điều chỉnh thuế các nằm trước,- Điều chỉnh thuế các nằm trước,-,2.809,(2.809),-,-,-,,2809.0,-2809.0,,,
- Nghĩa vụ thuế năm 2008 của VFC,Trong đó: > - Nghĩa vụ thuế năm 2008 của VFC,- Nghĩa vụ thuế năm 2008 của VFC,(64),(2),-,-,(66),(66),-64.0,-2.0,,,-66.0,-66.0
Các loại thuế khác,Trong đó: > Các loại thuế khác,Các loại thuế khác,173.504,2.153.926,(2.107.286),220.146,(2),220.144,173504.0,2153926.0,-2107286.0,220146.0,-2.0,220144.0
,,,4.049.990,10.544.869,(11.968.286),3.206.211,(579.638),2.626.573,4049990.0,10544869.0,-11968286.0,3206211.0,-579638.0,2626573.0
