row_label_raw,row_label_full,col_0,col_1,31/12/2025Triệu VND,31/12/2024Triệu VND,numeric__col_1,numeric__31/12/2025Triệu VND,numeric__31/12/2024Triệu VND
Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,1.588.195,398.026,,1588195.0,398026.0
Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,1.588.195,398.026,,1588195.0,398026.0
(b),(b),(b),"Các khoản lãi, phí phải thu",,,,,
(b),(b),(b),"Các khoản lãi, phí phải thu",31/12/2025Triệu VND,31/12/2024Triệu VND,,,
(b),(b) > (b),(b),Từ cho vay khách hàng,4.531.189,3.814.653,,4531189.0,3814653.0
(b),(b) > (b),(b),Từ tiền gửi và cho vay các TCTD khác,704.013,772.430,,704013.0,772430.0
(b),(b) > (b),(b),Từ các khoản chứng khoán đầu tư,3.779.386,3.739.860,,3779386.0,3739860.0
(b),(b) > (b),(b),Từ các giao dịch phải sinh,514.413,332.023,,514413.0,332023.0
(b),(b) > (b),(b),Phí phải thu,63.815,7.793,,63815.0,7793.0
(b),(b) > (b),(b),,9.592.816,8.666.759,,9592816.0,8666759.0
(c),(c),(c),Tài sản thuế thu nhập hoãn lại,,,,,
(c),(c),(c),Tài sản thuế thu nhập hoãn lại,31/12/2025Triệu VND,31/12/2024Triệu VND,,,
(c),(c) > (c),(c),Tài sản thuế thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ,-,986.374,,,986374.0
(d),(d),(d),Tài sản Có khác,,,,,
(d),(d),(d),Tài sản Có khác,31/12/2025Triệu VND,31/12/2024Triệu VND,,,
(d),(d) > (d),(d),"Đặt cọc tiền thuê nhà, thuê tài sản cố định",829.246,980.776,,829246.0,980776.0
(d),(d) > (d),(d),Vật liệu,162.264,187.454,,162264.0,187454.0
(d),(d) > (d),(d),Tạm ứng thanh toán thẻ,1.808.814,1.607.952,,1808814.0,1607952.0
(d),(d) > (d),(d),Tiền thuê đất trả tiền trước một lần,830.140,852.773,,830140.0,852773.0
(d),(d) > (d),(d),Tài sản Có khác,2.188.031,2.833.365,,2188031.0,2833365.0
(d),(d) > (d),(d),,5.818.495,6.462.320,,5818495.0,6462320.0
(d),(d) > (d),(d),Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,(481),(409),,-481.0,-409.0
(d),(d) > (d),(d),,5.818.014,6.461.911,,5818014.0,6461911.0
