row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Bản quyền và bằng sáng chế,Tài sản cố định vô hình khác,Tổng cộng,numeric__Quyền sử dụng đất,numeric__Bản quyền và bằng sáng chế,numeric__Tài sản cố định vô hình khác,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,2.477.254,2.474.902,15.213,4.967.369,2477254.0,2474902.0,15213.0,4967369.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,9.499,193.867,-,203.366,9499.0,193867.0,,203366.0
- Mua mới,Nguyên giá > - Mua mới,- Mua mới,9.499,190.929,-,200.428,9499.0,190929.0,,200428.0
- Tăng khác,Nguyên giá > - Tăng khác,- Tăng khác,-,2.938,-,2.938,,2938.0,,2938.0
Giảm trong năm,Nguyên giá > Giảm trong năm,Giảm trong năm,-,(17.898),-,(17.898),,-17898.0,,-17898.0
"- Thanh lý, nhượng bán","Nguyên giá > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,(17.898),-,(17.898),,-17898.0,,-17898.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,2.486.753,2.650.871,15.213,5.152.837,2486753.0,2650871.0,15213.0,5152837.0
Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,,,,
Số dư đầu năm,Hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,145.671,2.292.955,-,2.438.626,145671.0,2292955.0,,2438626.0
Tăng trong năm,Hao mòn lũy kế > Tăng trong năm,Tăng trong năm,83.616,141.936,5.582,231.134,83616.0,141936.0,5582.0,231134.0
- Hao mòn,Hao mòn lũy kế > - Hao mòn,- Hao mòn,83.616,141.936,5.582,231.134,83616.0,141936.0,5582.0,231134.0
Giảm trong năm,Hao mòn lũy kế > Giảm trong năm,Giảm trong năm,(33),(21.328),-,(21.361),-33.0,-21328.0,,-21361.0
"- Thanh lý, nhượng bán","Hao mòn lũy kế > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,(17.898),-,(17.898),,-17898.0,,-17898.0
- Giảm khác,Hao mòn lũy kế > - Giảm khác,- Giảm khác,(33),(3.430),-,(3.463),-33.0,-3430.0,,-3463.0
Số dư cuối năm,Hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,229.254,2.413.563,5.582,2.648.399,229254.0,2413563.0,5582.0,2648399.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,2.331.583,181.947,15.213,2.528.743,2331583.0,181947.0,15213.0,2528743.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,2.257.499,237.308,9.631,2.504.438,2257499.0,237308.0,9631.0,2504438.0
