row_label_raw,row_label_full,col_0,Chưa quá hạn và chưa bị giảm giá Triệu VND,Đã quá hạn nhưng chưa bị giảm giá Triệu VND,Đã bị giảm giá và trích lập dự phòng Triệu VND,Tổng cộng,numeric__Chưa quá hạn và chưa bị giảm giá Triệu VND,numeric__Đã quá hạn nhưng chưa bị giảm giá Triệu VND,numeric__Đã bị giảm giá và trích lập dự phòng Triệu VND,numeric__Tổng cộng
,,,Chưa quá hạn và chưa bị giảm giá Triệu VND,Đã quá hạn nhưng chưa bị giảm giá Triệu VND,Đã bị giảm giá và trích lập dự phòng Triệu VND,Triệu VND,,,,
Tiền gửi tại NHNNVN,Tiền gửi tại NHNNVN,Tiền gửi tại NHNNVN,37.211.549,-,-,37.211.549,37211549.0,,,37211549.0
Tiền gửi và cho vay các TCTD khác – gộp,Tiền gửi và cho vay các TCTD khác – gộp,Tiền gửi và cho vay các TCTD khác – gộp,526.677.310,-,-,526.677.310,526677310.0,,,526677310.0
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,512.067.606,-,-,512.067.606,512067606.0,,,512067606.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,14.609.704,-,-,14.609.704,14609704.0,,,14609704.0
Chứng khoán kinh doanh – gộp,Chứng khoán kinh doanh – gộp,Chứng khoán kinh doanh – gộp,7.362.215,-,-,7.362.215,7362215.0,,,7362215.0
Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,1.629.235.149,8.875.038,16.408.031,1.654.518.218,1629235149.0,8875038.0,16408031.0,1654518218.0
Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,156.706.514,-,6.613.750,163.320.264,156706514.0,,6613750.0,163320264.0
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,143.080.817,-,-,143.080.817,143080817.0,,,143080817.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,13.625.697,-,6.613.750,20.239.447,13625697.0,,6613750.0,20239447.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,24.800.145,-,-,24.800.145,24800145.0,,,24800145.0
,,,2.381.992.882,8.875.038,23.021.781,2.413.889.701,2381992882.0,8875038.0,23021781.0,2413889701.0
