row_label_raw,row_label_full,col_0,col_1,VNDTriệu VND,USDTriệu VND,EURTriệu VND,Tiền tệ khácTriệu VND,Tổng cộngTriệu VND,numeric__col_1,numeric__VNDTriệu VND,numeric__USDTriệu VND,numeric__EURTriệu VND,numeric__Tiền tệ khácTriệu VND,numeric__Tổng cộngTriệu VND
,,,,VNDTriệu VND,USDTriệu VND,EURTriệu VND,Tiền tệ khácTriệu VND,Tổng cộngTriệu VND,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,
I,Tài sản > I,I,"Tiền mặt, vàng bạc, đá quý",12.273.424,2.525.581,328.688,338.321,15.466.014,,12273424.0,2525581.0,328688.0,338321.0,15466014.0
II,Tài sản > II,II,Tiền gửi tại NHNNVN,36.414.006,792.254,5.289,-,37.211.549,,36414006.0,792254.0,5289.0,,37211549.0
III,Tài sản > III,III,Tiền gửi và cho vay các TCTD khác – gộp,332.252.899,152.477.086,5.708.227,36.239.098,526.677.310,,332252899.0,152477086.0,5708227.0,36239098.0,526677310.0
IV,Tài sản > IV,IV,Chứng khoán kinh doanh – gộp,7.362.215,-,-,-,7.362.215,,7362215.0,,,,7362215.0
V,Tài sản > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,39.855.992,(34.970.484),(255.869),(4.254.721),374.918,,39855992.0,-34970484.0,-255869.0,-4254721.0,374918.0
VI,Tài sản > VI,VI,Cho vay khách hàng – gộp,1.517.398.531,135.999.031,1.120.656,-,1.654.518.218,,1517398531.0,135999031.0,1120656.0,,1654518218.0
VII,Tài sản > VII,VII,Chứng khoán đầu tư – gộp,158.398.248,4.922.016,-,-,163.320.264,,158398248.0,4922016.0,,,163320264.0
VIII,Tài sản > VIII,VIII,"Gộp vốn, đầu tư dài hạn – gộp",6.741.134,-,-,-,6.741.134,,6741134.0,,,,6741134.0
IX,Tài sản > IX,IX,Tài sản cố định,7.979.571,-,-,-,7.979.571,,7979571.0,,,,7979571.0
X,Tài sản > X,X,Tài sản Có khác – gộp,34.275.139,934.159,2.211,8.735,35.220.244,,34275139.0,934159.0,2211.0,8735.0,35220244.0
,,,Tổng tài sản,2.152.951.159,262.679.643,6.909.202,32.331.433,2.454.871.437,,2152951159.0,262679643.0,6909202.0,32331433.0,2454871437.0
,,,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,
I,Tài sản > I,I,Các khoản nợ Chính phủ và NHNNVN và tiền gửi và vay các TCTD khác,423.272.304,16.974.594,1.357.600,27.350.324,468.954.822,,423272304.0,16974594.0,1357600.0,27350324.0,468954822.0
II,Tài sản > II,II,Tiền gửi của khách hàng,1.424.499.591,239.828.842,5.299.282,4.813.306,1.674.441.021,,1424499591.0,239828842.0,5299282.0,4813306.0,1674441021.0
V,Tài sản > V,V,Phát hành giấy tờ có giá,27.101.171,50,-,-,27.101.221,,27101171.0,50.0,,,27101221.0
VI,Tài sản > VI,VI,Các khoản nợ phải trả khác,32.928.732,2.276.773,141.769,103.772,35.451.046,,32928732.0,2276773.0,141769.0,103772.0,35451046.0
,,,Tổng nợ phải trả,1.907.801.798,259.080.259,6.798.651,32.267.402,2.205.948.110,,1907801798.0,259080259.0,6798651.0,32267402.0,2205948110.0
,,,Trạng thái tiền tệ nội bảng,245.149.361,3.599.384,110.551,64.031,248.923.327,,245149361.0,3599384.0,110551.0,64031.0,248923327.0
