row_label_raw,row_label_full,Phải thu khác liên quan đến thuế giá trị gia tăng,31/12/2025VND > 35.850.803.114,1/1/2025VND > -,numeric__31/12/2025VND > 35.850.803.114,numeric__1/1/2025VND > -
Lãi dự thu,Lãi dự thu,Lãi dự thu,272.889.383.569,138.727.160.143,272889383569.0,138727160143.0
"Phải thu từ cổ tức, lợi nhuận được chia","Phải thu từ cổ tức, lợi nhuận được chia","Phải thu từ cổ tức, lợi nhuận được chia",124.203.228.180,-,124203228180.0,
Phải thu Bộ Công Thương về phí bảo quản hàng P10 (i),Phải thu Bộ Công Thương về phí bảo quản hàng P10 (i),Phải thu Bộ Công Thương về phí bảo quản hàng P10 (i),87.337.669.817,87.518.112.552,87337669817.0,87518112552.0
"Phải thu các công ty con – lãi trả chậm, sử dụng vốn và chiết khấu thanh toán","Phải thu các công ty con – lãi trả chậm, sử dụng vốn và chiết khấu thanh toán","Phải thu các công ty con – lãi trả chậm, sử dụng vốn và chiết khấu thanh toán",13.378.998.443,20.842.976.562,13378998443.0,20842976562.0
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,7.302.038.451,11.418.248.350,7302038451.0,11418248350.0
Phải thu khác,Phải thu khác,Phải thu khác,19.163.658.810,25.294.907.816,19163658810.0,25294907816.0
,,,560.125.780.384,283.801.405.423,560125780384.0,283801405423.0
