row_label_raw,row_label_full,STT,Tên Công ty,Địa chỉ,% sở hữu,% quyền biểu quyết,31/12/2025 > Giá gốc VND,31/12/2025 > Dự phòng VND,31/12/2025 > Giá trị hợp lý VND,31/12/2025 > % sở hữu,1/1/2025 > % quyền biểu quyết,1/1/2025 > Giá gốc VND,1/1/2025 > Dự phòng VND,numeric__Tên Công ty,numeric__Địa chỉ,numeric__% sở hữu,numeric__% quyền biểu quyết,numeric__31/12/2025 > Giá gốc VND,numeric__31/12/2025 > Dự phòng VND,numeric__31/12/2025 > Giá trị hợp lý VND,numeric__31/12/2025 > % sở hữu,numeric__1/1/2025 > % quyền biểu quyết,numeric__1/1/2025 > Giá gốc VND,numeric__1/1/2025 > Dự phòng VND
Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv),Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv),Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv),Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv),Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv),Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv),Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv),Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv),Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv),Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv),Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv),Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv),Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv),Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv),,,,,,,,,,,
16,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 16,16,Công ty TNHH MTV Petrolimex Sài Gòn,TP. Hồ Chí Minh,100%,100%,812.200.000.000,-,(*),100%,100%,812.200.000.000,-,,,1.0,1.0,812200000000.0,,,1.0,1.0,812200000000.0,
17,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 17,17,Công ty TNHH MTV Petrolimex Quảng Ninh,Quảng Ninh,100%,100%,468.000.000.000,-,(*),100%,100%,468.000.000.000,-,,,1.0,1.0,468000000000.0,,,1.0,1.0,468000000000.0,
18,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 18,18,Công ty TNHH MTV Petrolimex Huế,Huế,100%,100%,351.456.408.182,-,(*),100%,100%,351.456.408.182,-,,,1.0,1.0,351456408182.0,,,1.0,1.0,351456408182.0,
19,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 19,19,Công ty TNHH MTV Petrolimex Hà Nội,Hà Nội,100%,100%,340.191.000.000,-,(*),100%,100%,210.957.000.000,-,,,1.0,1.0,340191000000.0,,,1.0,1.0,210957000000.0,
20,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 20,20,Công ty TNHH MTV Petrolimex Gia Lai,Gia Lai,100%,100%,283.763.553.673,-,(*),100%,100%,87.600.000.000,-,,,1.0,1.0,283763553673.0,,,1.0,1.0,87600000000.0,
21,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 21,21,Công ty TNHH MTV Petrolimex Lâm Đồng,Lâm Đồng,100%,100%,269.000.000.000,-,(*),100%,100%,106.467.000.000,-,,,1.0,1.0,269000000000.0,,,1.0,1.0,106467000000.0,
22,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 22,22,Công ty TNHH MTV Petrolimex Khánh Hòa,Khánh Hòa,100%,100%,251.174.000.000,-,(*),100%,100%,251.174.000.000,-,,,1.0,1.0,251174000000.0,,,1.0,1.0,251174000000.0,
23,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 23,23,Công ty TNHH MTV Petrolimex Đắk Lắk,Đắc Lak,100%,100%,248.000.000.000,-,(*),100%,100%,126.511.000.000,-,,,1.0,1.0,248000000000.0,,,1.0,1.0,126511000000.0,
24,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 24,24,Công ty TNHH MTV Petrolimex Cần Thơ,Cần Thơ,100%,100%,246.962.000.000,-,(*),100%,100%,246.962.000.000,-,,,1.0,1.0,246962000000.0,,,1.0,1.0,246962000000.0,
25,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 25,25,Công ty TNHH MTV Petrolimex Đà Nẵng,Đà Nẵng,100%,100%,245.000.000.000,-,(*),100%,100%,168.015.000.000,-,,,1.0,1.0,245000000000.0,,,1.0,1.0,168015000000.0,
26,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 26,26,Công ty TNHH MTV Petrolimex Vĩnh Long,Vĩnh Long,100%,100%,225.000.000.000,-,(*),100%,100%,128.707.000.000,-,,,1.0,1.0,225000000000.0,,,1.0,1.0,128707000000.0,
27,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 27,27,Công ty TNHH MTV Petrolimex Hải Phòng,Hải Phòng,100%,100%,216.800.000.000,-,(*),100%,100%,156.032.000.000,-,,,1.0,1.0,216800000000.0,,,1.0,1.0,156032000000.0,
28,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 28,28,Công ty TNHH MTV Petrolimex Nghệ An,Nghệ An,100%,100%,187.971.000.000,-,(*),100%,100%,187.971.000.000,-,,,1.0,1.0,187971000000.0,,,1.0,1.0,187971000000.0,
29,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 29,29,Công ty TNHH MTV Petrolimex Ninh Bình,Ninh Bình,100%,100%,187.159.953.049,-,(*),100%,100%,104.657.953.049,-,,,1.0,1.0,187159953049.0,,,1.0,1.0,104657953049.0,
30,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 30,30,Công ty TNHH MTV Petrolimex Phú Thọ,Phú Thọ,100%,100%,177.900.000.000,-,(*),100%,100%,72.996.000.000,-,,,1.0,1.0,177900000000.0,,,1.0,1.0,72996000000.0,
31,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 31,31,Công ty TNHH MTV Petrolimex Tây Ninh,Tây Ninh,100%,100%,157.543.000.000,-,(*),100%,100%,105.200.000.000,-,,,1.0,1.0,157543000000.0,,,1.0,1.0,105200000000.0,
32,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 32,32,Công ty TNHH MTV Petrolimex Thanh Hòa,Thanh Hòa,100%,100%,156.752.000.000,-,(*),100%,100%,156.752.000.000,-,,,1.0,1.0,156752000000.0,,,1.0,1.0,156752000000.0,
33,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 33,33,Công ty TNHH MTV Petrolimex Bắc Ninh,Bắc Ninh,100%,100%,149.467.000.000,-,(*),100%,100%,74.581.000.000,-,,,1.0,1.0,149467000000.0,,,1.0,1.0,74581000000.0,
34,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 34,34,Công ty TNHH MTV Petrolimex Lào Cai,Lào Cai,100%,100%,139.200.000.000,-,(*),100%,100%,65.714.000.000,-,,,1.0,1.0,139200000000.0,,,1.0,1.0,65714000000.0,
35,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 35,35,Công ty TNHH MTV Petrolimex Quảng Trị,Quảng Trị,100%,100%,138.144.065.636,-,(*),100%,100%,57.644.065.636,-,,,1.0,1.0,138144065636.0,,,1.0,1.0,57644065636.0,
36,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 36,36,Công ty TNHH MTV Petrolimex Đồng Tháp,Tiền Giang,100%,100%,132.800.000.000,-,(*),100%,100%,86.227.000.000,-,,,1.0,1.0,132800000000.0,,,1.0,1.0,86227000000.0,
37,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 37,37,Công ty TNHH MTV Petrolimex Hà Tĩnh,Hà Tĩnh,100%,100%,128.507.000.000,-,(*),100%,100%,128.507.000.000,-,,,1.0,1.0,128507000000.0,,,1.0,1.0,128507000000.0,
38,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 38,38,Công ty TNHH MTV Petrolimex Thái Nguyên,Thái Nguyên,100%,100%,120.557.000.000,-,(*),100%,100%,120.557.000.000,-,,,1.0,1.0,120557000000.0,,,1.0,1.0,120557000000.0,
39,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 39,39,Công ty TNHH MTV Petrolimex Cà Mau,Cà Mau,100%,100%,119.000.000.000,-,(*),100%,100%,98.800.000.000,-,,,1.0,1.0,119000000000.0,,,1.0,1.0,98800000000.0,
40,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 40,40,Công ty TNHH MTV Petrolimex Đồng Nai,Đồng Nai,100%,100%,100.000.000.000,-,(*),100%,100%,50.670.000.000,-,,,1.0,1.0,100000000000.0,,,1.0,1.0,50670000000.0,
41,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 41,41,Công ty TNHH MTV Petrolimex Tuyên Quang,Tuyên Quang,100%,100%,96.800.000.000,-,(*),100%,100%,57.125.000.000,-,,,1.0,1.0,96800000000.0,,,1.0,1.0,57125000000.0,
42,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 42,42,Công ty TNHH MTV Petrolimex Quảng Ngãi,Quảng Ngãi,100%,100%,92.000.000.000,-,(*),100%,100%,32.100.000.000,-,,,1.0,1.0,92000000000.0,,,1.0,1.0,32100000000.0,
43,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 43,43,Công ty TNHH MTV Petrolimex Hưng Yên,Hưng Yên,100%,100%,85.000.000.000,-,(*),100%,100%,48.486.000.000,-,,,1.0,1.0,85000000000.0,,,1.0,1.0,48486000000.0,
44,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 44,44,Công ty TNHH MTV Petrolimex Điện Biên,Điện Biên,100%,100%,78.588.000.000,-,(*),100%,100%,78.588.000.000,-,,,1.0,1.0,78588000000.0,,,1.0,1.0,78588000000.0,
45,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 45,45,Công ty TNHH MTV Petrolimex An Giang,An Giang,100%,100%,49.016.000.000,-,(*),100%,100%,49.016.000.000,-,,,1.0,1.0,49016000000.0,,,1.0,1.0,49016000000.0,
46,Các công ty con cấp 1 thuộc Khối Xăng đầu trực thuộc (iv) > 46,46,Công ty TNHH MTV Petrolimex Sơn La,Sơn La,100%,100%,48.651.000.000,-,(*),100%,100%,48.651.000.000,-,,,1.0,1.0,48651000000.0,,,1.0,1.0,48651000000.0,
