row_label_raw,row_label_full,col_0,Giá gốc và số có khả năng trả nợ,Giá gốc và số có khả năng trả nợ_1,numeric__Giá gốc và số có khả năng trả nợ,numeric__Giá gốc và số có khả năng trả nợ_1
,,,31/12/2025VND,1/1/2025VND,,
Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,,
Công ty TNHH MTV Petrolimex Singapore,Công ty con cấp 1 > Công ty TNHH MTV Petrolimex Singapore,Công ty TNHH MTV Petrolimex Singapore,2.680.985.240.724,1.273.736.468.439,2680985240724.0,1273736468439.0
Tổng Công ty Vận tải thủy Petrolimex,Công ty con cấp 1 > Tổng Công ty Vận tải thủy Petrolimex,Tổng Công ty Vận tải thủy Petrolimex,75.029.179.066,203.487.481.655,75029179066.0,203487481655.0
Công ty TNHH Liên doanh Kho Ngoại quan Xăng dầu Vân Phong,Công ty con cấp 1 > Công ty TNHH Liên doanh Kho Ngoại quan Xăng dầu Vân Phong,Công ty TNHH Liên doanh Kho Ngoại quan Xăng dầu Vân Phong,-,29.267.319.071,,29267319071.0
Công ty con cấp 2 và cấp 3,Công ty con cấp 2 và cấp 3,Công ty con cấp 2 và cấp 3,Công ty con cấp 2 và cấp 3,Công ty con cấp 2 và cấp 3,,
Công ty Cổ phần Tin học Viễn thông Petrolimex,Công ty con cấp 2 và cấp 3 > Công ty Cổ phần Tin học Viễn thông Petrolimex,Công ty Cổ phần Tin học Viễn thông Petrolimex,11.692.039.931,17.988.544.756,11692039931.0,17988544756.0
Công ty Cổ phần Vận tải Xăng dầu VITACO,Công ty con cấp 2 và cấp 3 > Công ty Cổ phần Vận tải Xăng dầu VITACO,Công ty Cổ phần Vận tải Xăng dầu VITACO,9.816.152.579,14.628.442.191,9816152579.0,14628442191.0
Công ty TNHH MTV Vitaco Sài Gòn,Công ty con cấp 2 và cấp 3 > Công ty TNHH MTV Vitaco Sài Gòn,Công ty TNHH MTV Vitaco Sài Gòn,8.615.949.308,7.065.411.391,8615949308.0,7065411391.0
Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty con cấp 2 và cấp 3 > Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,3.708.417.690,19.865.661.086,3708417690.0,19865661086.0
Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Công ty con cấp 2 và cấp 3 > Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,3.682.328.117,5.364.347.342,3682328117.0,5364347342.0
Công ty Cổ phần Thiết bị Xăng dầu Petrolimex,Công ty con cấp 2 và cấp 3 > Công ty Cổ phần Thiết bị Xăng dầu Petrolimex,Công ty Cổ phần Thiết bị Xăng dầu Petrolimex,188.865.666,1.681.551.200,188865666.0,1681551200.0
Công ty Cổ phần Tư vấn Công nghệ Xây dựng Petrolimex,Công ty con cấp 2 và cấp 3 > Công ty Cổ phần Tư vấn Công nghệ Xây dựng Petrolimex,Công ty Cổ phần Tư vấn Công nghệ Xây dựng Petrolimex,109.080.000,-,109080000.0,
Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,Công ty con cấp 2 và cấp 3 > Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,-,84.643.005,,84643005.0
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,
Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Công ty liên kết > Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,23.562.184.607,19.425.656.249,23562184607.0,19425656249.0
,,,2.817.389.437.688,1.592.595.526.385,2817389437688.0,1592595526385.0
