row_label_raw,row_label_full,Chỉ tiêu,Mã số,Từ 01/01/2018đến 30/6/2018(Trước điều chỉnh),Điều chínhhỗi tố,Từ 01/01/2018đến 30/6/2018(Sau điều chỉnh),numeric__Mã số,numeric__Từ 01/01/2018đến 30/6/2018(Trước điều chỉnh),numeric__Điều chínhhỗi tố,numeric__Từ 01/01/2018đến 30/6/2018(Sau điều chỉnh)
,,,,VND,VND,VND,,,,
1. Giá vốn hàng bán và dịch vụ cung cấp,1. Giá vốn hàng bán và dịch vụ cung cấp,1. Giá vốn hàng bán và dịch vụ cung cấp,11,51.665.965.461.309,83.065.356.824,51.749.031.818.133,11.0,51665965461309.0,83065356824.0,51749031818133.0
2. Chỉ phí tài chính,2. Chỉ phí tài chính,2. Chỉ phí tài chính,22,327.423.105.114,1.237.823.440,328.660.928.554,22.0,327423105114.0,1237823440.0,328660928554.0
3. Chỉ phí bán hàng,3. Chỉ phí bán hàng,3. Chỉ phí bán hàng,25,368.974.229.320,5.180.030.594,374.154.259.914,25.0,368974229320.0,5180030594.0,374154259914.0
4. Chỉ phí quản lý doanh nghiệp,4. Chỉ phí quản lý doanh nghiệp,4. Chỉ phí quản lý doanh nghiệp,26,170.722.494.639,46.663.636,170.769.158.275,26.0,170722494639.0,46663636.0,170769158275.0
5. Chỉ phí khác,5. Chỉ phí khác,5. Chỉ phí khác,32,33.807.019.255,1.366.779.128,35.173.798.383,32.0,33807019255.0,1366779128.0,35173798383.0
6. Tổng lợi nhuận kế toán trước thuế,6. Tổng lợi nhuận kế toán trước thuế,6. Tổng lợi nhuận kế toán trước thuế,50,3.652.383.071.690,(90.897.653.622),3.561.485.418.068,50.0,3652383071690.0,-90897653622.0,3561485418068.0
7. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,7. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,7. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,51,201.351.199.211,283.127.363,201.634.326.574,51.0,201351199211.0,283127363.0,201634326574.0
8. Lợi nhuận sau thuế thu nhập doanh nghiệp,8. Lợi nhuận sau thuế thu nhập doanh nghiệp,8. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,3.451.031.872.479,(91.180.780.985),3.359.851.091.494,60.0,3451031872479.0,-91180780985.0,3359851091494.0
