row_label_raw,row_label_full,col_0,31/12/2018,31/12/2018_1,31/12/2018_2,01/7/2018,01/7/2018_1,01/7/2018_2,numeric__31/12/2018,numeric__31/12/2018_1,numeric__31/12/2018_2,numeric__01/7/2018,numeric__01/7/2018_1,numeric__01/7/2018_2
,,,Giá gốc,Tỷ lệ góp vốn,Dự phòng,Giá gốc,Tỷ lệ góp vốn,Dự phòng,,,,,,
,,,VND,%,VND,VND,%,VND,,,,,,
b1) Đầu tư vào công ty con,b1) Đầu tư vào công ty con,b1) Đầu tư vào công ty con,b1) Đầu tư vào công ty con,b1) Đầu tư vào công ty con,b1) Đầu tư vào công ty con,b1) Đầu tư vào công ty con,b1) Đầu tư vào công ty con,b1) Đầu tư vào công ty con,,,,,,
Công ty Cố phần Nhà và Thương mại Dầu khí,b1) Đầu tư vào công ty con > Công ty Cố phần Nhà và Thương mại Dầu khí,Công ty Cố phần Nhà và Thương mại Dầu khí,145.892.845.365,"83,26%",-,145.892.845.365,"83,26%",-,145892845365.0,0.8326,,145892845365.0,0.8326,
Công ty Cố phần Nhiên liệu Sinh học Dầu khí Miền Trung (*),b1) Đầu tư vào công ty con > Công ty Cố phần Nhiên liệu Sinh học Dầu khí Miền Trung (*),Công ty Cố phần Nhiên liệu Sinh học Dầu khí Miền Trung (*),205.772.028.927,"65,54%",(49.427.985.961),205.772.028.927,"65,54%",-,205772028927.0,0.6554000000000001,-49427985961.0,205772028927.0,0.6554000000000001,
,,,351.664.874.292,,(49.427.985.961),351.664.874.292,,-,351664874292.0,,-49427985961.0,351664874292.0,,
b2) Đầu tư góp vốn vào đơn vị khác,b2) Đầu tư góp vốn vào đơn vị khác,b2) Đầu tư góp vốn vào đơn vị khác,b2) Đầu tư góp vốn vào đơn vị khác,b2) Đầu tư góp vốn vào đơn vị khác,b2) Đầu tư góp vốn vào đơn vị khác,b2) Đầu tư góp vốn vào đơn vị khác,b2) Đầu tư góp vốn vào đơn vị khác,b2) Đầu tư góp vốn vào đơn vị khác,,,,,,
Công ty Cố phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,b2) Đầu tư góp vốn vào đơn vị khác > Công ty Cố phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,Công ty Cố phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,7.000.000.000,"8,75%",-,7.000.000.000,"8,75%",-,7000000000.0,0.0875,,7000000000.0,0.0875,
Công ty TNHỊ Kho ngầm Xăng dầu Dầu khí Việt Nam,b2) Đầu tư góp vốn vào đơn vị khác > Công ty TNHỊ Kho ngầm Xăng dầu Dầu khí Việt Nam,Công ty TNHỊ Kho ngầm Xăng dầu Dầu khí Việt Nam,4.244.000.000,"5,77%",-,4.244.000.000,"5,77%",-,4244000000.0,0.057699999999999994,,4244000000.0,0.057699999999999994,
,,,11.244.000.000,,-,11.244.000.000,,-,11244000000.0,,,11244000000.0,,
