row_label_raw,row_label_full,Tên công ty,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Địa chỉ trụ sở chính,Hoạt động kinh doanh chính,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Địa chỉ trụ sở chính,numeric__Hoạt động kinh doanh chính
Công ty Cổ phần One Capital Hospitality (i),Công ty Cổ phần One Capital Hospitality (i),Công ty Cổ phần One Capital Hospitality (i),"55,60%","55,60%",Hà Nội,"Dư lịch, Nhà hàng, Khách sạn",0.556,0.556,,
Công ty Cổ phần Đầu tư Đại Dương Thăng Long,Công ty Cổ phần Đầu tư Đại Dương Thăng Long,Công ty Cổ phần Đầu tư Đại Dương Thăng Long,"94,58%","99,99%",Hà Nội,"Xây dựng, kinh doanh bất động sản",0.9458,0.9998999999999999,,
Công ty Cổ phần Phát triển Tài nguyên Thiên nhiên Đại Dương (ii),Công ty Cổ phần Phát triển Tài nguyên Thiên nhiên Đại Dương (ii),Công ty Cổ phần Phát triển Tài nguyên Thiên nhiên Đại Dương (ii),"69,00%","69,00%",Hà Nội,"Trồng rừng, chăm sóc rừng, khai thác gỗ, sản xuất gỗ",0.69,0.69,,
Công ty Cổ phần Sở giao dịch hàng hóa INFO (ii),Công ty Cổ phần Sở giao dịch hàng hóa INFO (ii),Công ty Cổ phần Sở giao dịch hàng hóa INFO (ii),"85,00%","85,00%",Hà Nội,Sản giao dịch hàng hóa,0.85,0.85,,
Công ty Đầu tư Kinh doanh Bất động sản TKD Việt Nam (ii),Công ty Đầu tư Kinh doanh Bất động sản TKD Việt Nam (ii),Công ty Đầu tư Kinh doanh Bất động sản TKD Việt Nam (ii),"98,00%","98,00%",Hà Nội,Kinh doanh bất động sản,0.98,0.98,,
