row_label_raw,row_label_full,col_0,31/12/2022 > Giá trị VND,31/12/2022 > Dự phòng VND,01/01/2022 > Giá trị VND,01/01/2022 > Dự phòng VND,numeric__31/12/2022 > Giá trị VND,numeric__31/12/2022 > Dự phòng VND,numeric__01/01/2022 > Giá trị VND,numeric__01/01/2022 > Dự phòng VND
Các bên liên quan,Các bên liên quan,Các bên liên quan,196.796.996,(196.796.996),196.796.996,(196.796.996),196796996.0,-196796996.0,196796996.0,-196796996.0
Công ty Cổ phần Dịch vụ hỗ trợ và phát triển Đầu tư,Công ty Cổ phần Dịch vụ hỗ trợ và phát triển Đầu tư,Công ty Cổ phần Dịch vụ hỗ trợ và phát triển Đầu tư,196.796.996,(196.796.996),196.796.996,(196.796.996),196796996.0,-196796996.0,196796996.0,-196796996.0
Các bên khác,Các bên khác,Các bên khác,62.735.163.262,(15.575.009.161),62.638.991.567,(17.135.940.439),62735163262.0,-15575009161.0,62638991567.0,-17135940439.0
Công ty TNHH An Việt Hà Nội,Công ty TNHH An Việt Hà Nội,Công ty TNHH An Việt Hà Nội,-,-,12.601.537.206,-,,,12601537206.0,
Công ty Cổ phần Thương mại Mika,Công ty Cổ phần Thương mại Mika,Công ty Cổ phần Thương mại Mika,6.647.496.885,(6.647.496.885),6.647.496.885,(6.647.496.885),6647496885.0,-6647496885.0,6647496885.0,-6647496885.0
Công ty Cổ phần Đầu tư Xây dựng và Kinh doanh Nhà,Công ty Cổ phần Đầu tư Xây dựng và Kinh doanh Nhà,Công ty Cổ phần Đầu tư Xây dựng và Kinh doanh Nhà,12.015.448.545,-,12.015.448.545,-,12015448545.0,,12015448545.0,
Đối tác nhận nợ Công ty Cổ phần Du lịch,Đối tác nhận nợ Công ty Cổ phần Du lịch,Đối tác nhận nợ Công ty Cổ phần Du lịch,-,-,6.797.141.720,-,,,6797141720.0,
Khách san Suối Mơ Công ty Cổ phần Thực phẩm Fujii,Khách san Suối Mơ Công ty Cổ phần Thực phẩm Fujii,Khách san Suối Mơ Công ty Cổ phần Thực phẩm Fujii,13.590.390.512,-,-,-,13590390512.0,,,
Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,30.481.827.320,(8.927.512.276),24.577.367.211,(10.488.443.554),30481827320.0,-8927512276.0,24577367211.0,-10488443554.0
Cộng,Cộng,Cộng,62.931.960.258,(15.771.806.157),62.835.788.563,(17.332.737.435),62931960258.0,-15771806157.0,62835788563.0,-17332737435.0
