row_label_raw,row_label_full,col_0,31/12/2022 > Giá trị VND,31/12/2022 > Dự phòng VND,01/01/2022 > Giá trị VND,01/01/2022 > Dự phòng VND,numeric__31/12/2022 > Giá trị VND,numeric__31/12/2022 > Dự phòng VND,numeric__01/01/2022 > Giá trị VND,numeric__01/01/2022 > Dự phòng VND
Các bên liên quan,Các bên liên quan,Các bên liên quan,14.663.642.060,(72.000.000),14.663.642.060,(72.000.000),14663642060.0,-72000000.0,14663642060.0,-72000000.0
Công ty Cổ phần Dịch vụ Hồ trợ và Phát triển Đầu tư - IOC,Công ty Cổ phần Dịch vụ Hồ trợ và Phát triển Đầu tư - IOC,Công ty Cổ phần Dịch vụ Hồ trợ và Phát triển Đầu tư - IOC,14.663.642.060,(72.000.000),14.663.642.060,(72.000.000),14663642060.0,-72000000.0,14663642060.0,-72000000.0
Các bên khác,Các bên khác,Các bên khác,210.794.438.159,(121.439.863.799),1.186.211.049.893,(1.041.696.135.601),210794438159.0,-121439863799.0,1186211049893.0,-1041696135601.0
Công ty TNHH VNT (a),Công ty TNHH VNT (a),Công ty TNHH VNT (a),-,-,201.200.820.000,(201.200.820.000),,,201200820000.0,-201200820000.0
Công ty TNHH VNT (Dự án xây dựng công viên hồ điều hoà thuộc độ thị Tây Nam Hà Nội) (1),Công ty TNHH VNT (Dự án xây dựng công viên hồ điều hoà thuộc độ thị Tây Nam Hà Nội) (1),Công ty TNHH VNT (Dự án xây dựng công viên hồ điều hoà thuộc độ thị Tây Nam Hà Nội) (1),72.000.000.000,-,72.000.000.000,-,72000000000.0,,72000000000.0,
Ông Hà Trọng Nam (a),Ông Hà Trọng Nam (a),Ông Hà Trọng Nam (a),-,-,586.131.347.928,(586.131.347.928),,,586131347928.0,-586131347928.0
Bà Hứa Thị Bích Hạnh (a),Bà Hứa Thị Bích Hạnh (a),Bà Hứa Thị Bích Hạnh (a),-,-,56.794.444.446,(56.794.444.446),,,56794444446.0,-56794444446.0
Công ty TNHH Quản lý và Khai thác tài sản Tràng An,Công ty TNHH Quản lý và Khai thác tài sản Tràng An,Công ty TNHH Quản lý và Khai thác tài sản Tràng An,-,-,35.366.666.665,(35.366.666.665),,,35366666665.0,-35366666665.0
Phải thu ứng tiền cho các cá nhân tại Công ty Viptour-Togi (2),Phải thu ứng tiền cho các cá nhân tại Công ty Viptour-Togi (2),Phải thu ứng tiền cho các cá nhân tại Công ty Viptour-Togi (2),46.240.000.000,(46.240.000.000),46.240.000.000,(46.240.000.000),46240000000.0,-46240000000.0,46240000000.0,-46240000000.0
Phải thu lãi cho vay Công ty TNHH TM & DL Tràng Tiền Nha,Phải thu lãi cho vay Công ty TNHH TM & DL Tràng Tiền Nha,Phải thu lãi cho vay Công ty TNHH TM & DL Tràng Tiền Nha,-,-,35.552.260.551,(35.552.260.551),,,35552260551.0,-35552260551.0
Trang Tài khoản giao dịch chứng khoán tại Công ty CP Chứng khoán TM và Công nghiệp Việt Nam,Trang Tài khoản giao dịch chứng khoán tại Công ty CP Chứng khoán TM và Công nghiệp Việt Nam,Trang Tài khoản giao dịch chứng khoán tại Công ty CP Chứng khoán TM và Công nghiệp Việt Nam,-,-,25.724.265.388,-,,,25724265388.0,
"Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược",1.651.626.308,(45.000.000),2.181.848.626,(27.953.923),1651626308.0,-45000000.0,2181848626.0,-27953923.0
Phải thu Nguyễn Thị Dung (3),Phải thu Nguyễn Thị Dung (3),Phải thu Nguyễn Thị Dung (3),58.565.828.037,(56.037.914.019),53.200.000.000,(53.200.000.000),58565828037.0,-56037914019.0,53200000000.0,-53200000000.0
"Các khoản phải thu khó đòi, tạm ứng của Công ty mẹ và các khoản phải thu khác (3)","Các khoản phải thu khó đòi, tạm ứng của Công ty mẹ và các khoản phải thu khác (3)","Các khoản phải thu khó đòi, tạm ứng của Công ty mẹ và các khoản phải thu khác (3)",32.336.983.814,(19.116.949.780),71.819.396.289,(27.182.642.088),32336983814.0,-19116949780.0,71819396289.0,-27182642088.0
Cộng,Cộng,Cộng,225.458.080.219,(121.511.863.799),1.200.874.691.953,(1.041.768.135.601),225458080219.0,-121511863799.0,1200874691953.0,-1041768135601.0
