row_label_raw,row_label_full,col_0,2024VND,2023VND(Điều chỉnh lại),numeric__2024VND,numeric__2023VND(Điều chỉnh lại)
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,4.330.113.031.371,4.117.605.068.688,4330113031371.0,4117605068688.0
"Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi",(109.732.047.438),(97.772.199.022),-109732047438.0,-97772199022.0
Lợi nhuận thuần thuộc về cổ đông phổ thông,Lợi nhuận thuần thuộc về cổ đông phổ thông,Lợi nhuận thuần thuộc về cổ đông phổ thông,4.220.380.983.933,4.019.832.869.666,4220380983933.0,4019832869666.0
