row_label_raw,row_label_full,col_0,Code,Note,31/12/2024 VND,1/1/2024 VND,numeric__Code,numeric__Note,numeric__31/12/2024 VND,numeric__1/1/2024 VND
ASSETS,ASSETS,ASSETS,ASSETS,ASSETS,ASSETS,ASSETS,,,,
Current assets(100 = 110 + 120 + 130 + 140 + 150),ASSETS > Current assets(100 = 110 + 120 + 130 + 140 + 150),Current assets(100 = 110 + 120 + 130 + 140 + 150),100,,"25,066,732,804,106","26,553,405,591,714",100.0,,,
Cash and cash equivalents,ASSETS > Cash and cash equivalents,Cash and cash equivalents,110,6,"4,477,501,667,326","5,039,908,030,600",110.0,6.0,,
Cash,ASSETS > Cash,Cash,111,,"1,337,761,330,143","1,423,048,778,559",111.0,,,
Cash equivalents,ASSETS > Cash equivalents,Cash equivalents,112,,"3,139,740,337,183","3,616,859,252,041",112.0,,,
Short-term financial investments,ASSETS > Short-term financial investments,Short-term financial investments,120,,"16,566,239,177,101","17,741,052,417,665",120.0,,,
Held-to-maturity investments– short-term,ASSETS > Held-to-maturity investments– short-term,Held-to-maturity investments– short-term,123,7(a),"16,566,239,177,101","17,741,052,417,665",123.0,,,
Accounts receivable – short-term,ASSETS > Accounts receivable – short-term,Accounts receivable – short-term,130,,"1,818,472,380,110","1,229,401,278,553",130.0,,,
Accounts receivable from customers,ASSETS > Accounts receivable from customers,Accounts receivable from customers,131,8,"433,141,431,799","467,366,764,227",131.0,8.0,,
Prepayments to suppliers,ASSETS > Prepayments to suppliers,Prepayments to suppliers,132,,"48,390,695,221","33,281,517,536",132.0,,,
Other short-term receivables,ASSETS > Other short-term receivables,Other short-term receivables,136,9(a),"1,646,477,947,637","1,024,557,397,376",136.0,,,
Allowance for doubtful short-term debts,ASSETS > Allowance for doubtful short-term debts,Allowance for doubtful short-term debts,137,10(a),"(309,537,694,547)","(295,804,400,586)",137.0,,,
Inventories,ASSETS > Inventories,Inventories,140,11(a),"1,978,543,927,286","2,317,504,988,808",140.0,,,
Inventories,ASSETS > Inventories,Inventories,141,,"2,042,852,750,470","2,393,084,700,363",141.0,,,
Allowance for inventories,ASSETS > Allowance for inventories,Allowance for inventories,149,,"(64,308,823,184)","(75,579,711,555)",149.0,,,
Other current assets,ASSETS > Other current assets,Other current assets,150,,"225,975,652,283","225,538,876,088",150.0,,,
Short-term prepaid expenses,ASSETS > Short-term prepaid expenses,Short-term prepaid expenses,151,12(a),"145,660,411,600","172,231,752,858",151.0,,,
Deductible value added tax,ASSETS > Deductible value added tax,Deductible value added tax,152,,"72,112,190,350","39,069,181,550",152.0,,,
Taxes receivable from State Treasury,ASSETS > Taxes receivable from State Treasury,Taxes receivable from State Treasury,153,20(b),"8,203,050,333","14,237,941,680",153.0,,,
