row_label_raw,row_label_full,col_0,Thuế suất,31/12/2024 VND,1/1/2024 VND,numeric__Thuế suất,numeric__31/12/2024 VND,numeric__1/1/2024 VND
Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,,,
▪ Chi phí phải trả và các khoản dự phòng,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Chi phí phải trả và các khoản dự phòng,▪ Chi phí phải trả và các khoản dự phòng,20%,76.804.847.180,75.764.978.027,0.2,76804847180.0,75764978027.0
▪ Dự phòng đầu tư tài chính dài hạn,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Dự phòng đầu tư tài chính dài hạn,▪ Dự phòng đầu tư tài chính dài hạn,20%,56.149.714.585,61.171.007.842,0.2,56149714585.0,61171007842.0
▪ Lãi chưa thực hiện,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Lãi chưa thực hiện,▪ Lãi chưa thực hiện,20%,31.910.006.886,36.318.967.688,0.2,31910006886.0,36318967688.0
"▪ Dự phòng giảm giá hàng tồn kho, thiết bị,vật tư và phụ tùng thay thế dài hạn","Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Dự phòng giảm giá hàng tồn kho, thiết bị,vật tư và phụ tùng thay thế dài hạn","▪ Dự phòng giảm giá hàng tồn kho, thiết bị,vật tư và phụ tùng thay thế dài hạn",20%,23.719.463.271,25.404.880.205,0.2,23719463271.0,25404880205.0
▪ Dự phòng phải thu khó đòi,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Dự phòng phải thu khó đòi,▪ Dự phòng phải thu khó đòi,20%,2.179.550.222,68.345.726,0.2,2179550222.0,68345726.0
▪ Các khoản khác,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Các khoản khác,▪ Các khoản khác,20%,7.743.357.253,7.691.565.034,0.2,7743357253.0,7691565034.0
,,,,198.506.939.397,206.419.744.522,,198506939397.0,206419744522.0
Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,,,
▪ Dự phòng đầu tư tài chính dài hạn,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > ▪ Dự phòng đầu tư tài chính dài hạn,▪ Dự phòng đầu tư tài chính dài hạn,20%,48.073.138.905,49.057.251.548,0.2,48073138905.0,49057251548.0
▪ Công cụ và dụng cụ,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > ▪ Công cụ và dụng cụ,▪ Công cụ và dụng cụ,20%,1.134.882.409,1.735.509.047,0.2,1134882409.0,1735509047.0
,,,,49.208.021.314,50.792.760.595,,49208021314.0,50792760595.0
