row_label_raw,row_label_full,No.,Location,Square meters,Revalued amount in connection with equitisation VND,numeric__Location,numeric__Square meters,numeric__Revalued amount in connection with equitisation VND
1,1,1,"187 Nguyen Chi Thanh Street, Ward 12, District 5, Ho Chi Minh City, Vietnam","17,406.1","418,634,111,100",,17.4061,
2,2,2,"474 Nguyen Chi Thanh Street, Ward 6, District 10, Ho Chi Minh City, Vietnam","7,729.0","247,637,160,000",,7.729,
3,3,3,"46 Ben Van Don Street, Ward 12, District 4, Ho Chi Minh City, Vietnam","3,872.5","55,241,212,500",,3.8725,
4,4,4,"18/3B Phan Huy Ich Street, Ward 15, Tan Binh District, Ho Chi Minh City, Vietnam","2,216.3","13,867,389,100",,2.2163,
,,,,,"735,379,872,700",,,
