row_label_raw,row_label_full,col_0,31/12/2024 > Hạch toán theo vốn chủ sở hữu/Giá gốc VND,31/12/2024 > Dự phòng VND,31/12/2024 > Giá trị ghi sổ VND,1/1/2024 > Hạch toán theo vốn chủ sở hữu/Giá gốc VND,1/1/2024 > Dự phòng VND,1/1/2024 > Giá trị ghi sổ VND,numeric__31/12/2024 > Hạch toán theo vốn chủ sở hữu/Giá gốc VND,numeric__31/12/2024 > Dự phòng VND,numeric__31/12/2024 > Giá trị ghi sổ VND,numeric__1/1/2024 > Hạch toán theo vốn chủ sở hữu/Giá gốc VND,numeric__1/1/2024 > Dự phòng VND,numeric__1/1/2024 > Giá trị ghi sổ VND
Đầu tư vào các công ty liên kết và cơ sở kinh doanh đồng kiểm soát (i),Đầu tư vào các công ty liên kết và cơ sở kinh doanh đồng kiểm soát (i),Đầu tư vào các công ty liên kết và cơ sở kinh doanh đồng kiểm soát (i),2.304.838.560.802,(70.829.555.721),2.234.009.005.081,2.230.183.930.616,(75.707.513.102),2.154.476.417.514,2304838560802.0,-70829555721.0,2234009005081.0,2230183930616.0,-75707513102.0,2154476417514.0
Đầu tư góp vốn vào các đơn vị khác (ii),Đầu tư góp vốn vào các đơn vị khác (ii),Đầu tư góp vốn vào các đơn vị khác (ii),410.929.271.916,(307.877.199.844),103.052.072.072,434.314.271.916,(340.618.322.927),93.695.948.989,410929271916.0,-307877199844.0,103052072072.0,434314271916.0,-340618322927.0,93695948989.0
,,,2.715.767.832.718,(378.706.755.565),2.337.061.077.153,2.664.498.202.532,(416.325.836.029),2.248.172.366.503,2715767832718.0,-378706755565.0,2337061077153.0,2664498202532.0,-416325836029.0,2248172366503.0
