row_label_raw,row_label_full,col_0,1/1/2024VND,Phát sinhVND,Đã nộpVND,Cán trừVND,Phân loại lại sangthuế phải thuVND,31/12/2024VND,numeric__1/1/2024VND,numeric__Phát sinhVND,numeric__Đã nộpVND,numeric__Cán trừVND,numeric__Phân loại lại sangthuế phải thuVND,numeric__31/12/2024VND
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,839.019.004.347,9.245.816.134.512,(9.255.422.282.839),-,-,829.412.856.020,839019004347.0,9245816134512.0,-9255422282839.0,,,829412856020.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,346.989.946.141,1.146.257.135.410,(1.156.741.713.349),(40.765.796),1.689.005.823,338.153.608.229,346989946141.0,1146257135410.0,-1156741713349.0,-40765796.0,1689005823.0,338153608229.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,145.251.797.016,15.506.689.278.265,(1.974.043.523.030),(13.544.739.652.008),146.392.491,133.304.292.734,145251797016.0,15506689278265.0,-1974043523030.0,-13544739652008.0,146392491.0,133304292734.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,13.497.796.682,101.907.643.934,(106.627.759.047),(728.612.451),1.640.585.774,9.689.654.892,13497796682.0,101907643934.0,-106627759047.0,-728612451.0,1640585774.0,9689654892.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,2.762.452.104,(2.762.452.104),-,-,-,,2762452104.0,-2762452104.0,,,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,13.757.093.648,165.914.802.564,(160.629.324.913),(8.741.497.188),-,10.301.074.111,13757093648.0,165914802564.0,-160629324913.0,-8741497188.0,,10301074111.0
,,,1.358.515.637.834,26.169.347.446.789,(12.656.227.055.282),(13.554.250.527.443),3.475.984.088,1.320.861.485.986,1358515637834.0,26169347446789.0,-12656227055282.0,-13554250527443.0,3475984088.0,1320861485986.0
