row_label_raw,row_label_full,col_0,1/1/2024VND,Cán trừVND,Phân loại lại từthuế phải nộpVND,31/12/2024VND,numeric__1/1/2024VND,numeric__Cán trừVND,numeric__Phân loại lại từthuế phải nộpVND,numeric__31/12/2024VND
Thuế thu nhậpdoanh nghiệp,Thuế thu nhậpdoanh nghiệp,Thuế thu nhậpdoanh nghiệp,199.213.599,(40.765.796),1.689.005.823,1.847.453.626,199213599.0,-40765796.0,1689005823.0,1847453626.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,809.334.853,(728.612.451),1.640.585.774,1.721.308.176,809334853.0,-728612451.0,1640585774.0,1721308176.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,-,146.392.491,146.392.491,,,146392491.0,146392491.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,2.082.000,-,-,2.082.000,2082000.0,,,2082000.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,13.227.311.228,(8.741.497.188),-,4.485.814.040,13227311228.0,-8741497188.0,,4485814040.0
,,,14.237.941.680,(9.510.875.435),3.475.984.088,8.203.050.333,14237941680.0,-9510875435.0,3475984088.0,8203050333.0
