row_label_raw,row_label_full,col_0,Đơn vị,31/12/2024,1/1/2024,numeric__Đơn vị,numeric__31/12/2024,numeric__1/1/2024
Bia,Bia,Bia,thùng/két,3.887.029,3.660.033,,3887029.0,3660033.0
Nước giải khát,Nước giải khát,Nước giải khát,thùng/két,28.511,21.318,,28511.0,21318.0
Két nhựa,Két nhựa,Két nhựa,cái,39.368,107.379,,39368.0,107379.0
