row_label_raw,row_label_full,Tên công ty,31/12/2024 > Hạch toán theovốn chủ sở hữuVND,31/12/2024 > Giá trị hợp lýVND,31/12/2024 > Dự phòngVND,1/1/2024 > Hạch toán theovốn chủ sở hữuVND,1/1/2024 > Giá trị hợp lýVND,1/1/2024 > Dự phòngVND,numeric__31/12/2024 > Hạch toán theovốn chủ sở hữuVND,numeric__31/12/2024 > Giá trị hợp lýVND,numeric__31/12/2024 > Dự phòngVND,numeric__1/1/2024 > Hạch toán theovốn chủ sở hữuVND,numeric__1/1/2024 > Giá trị hợp lýVND,numeric__1/1/2024 > Dự phòngVND
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,,,,,,,,,,,,
▪ Công ty Cổ phần Kinh doanh Lương thực -Thực phẩm Trường Sa,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Kinh doanh Lương thực -Thực phẩm Trường Sa,▪ Công ty Cổ phần Kinh doanh Lương thực -Thực phẩm Trường Sa,-,-,-,4.877.957.385,(*),(4.877.957.381),,,,4877957385.0,,-4877957381.0
▪ Công ty Cổ phần Tư vấn Đầu tư - Thiết kế vàChuyển giao Công nghệ Thành Nam,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Tư vấn Đầu tư - Thiết kế vàChuyển giao Công nghệ Thành Nam,▪ Công ty Cổ phần Tư vấn Đầu tư - Thiết kế vàChuyển giao Công nghệ Thành Nam,329.653.546,(*),-,329.653.546,(*),-,329653546.0,,,329653546.0,,
▪ Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Bia Sài Gòn - Phú Thọ,▪ Công ty Cổ phần Bia Sài Gòn - Phú Thọ,64.591.723.954,41.975.224.200,-,67.293.680.882,46.363.600.800,-,64591723954.0,41975224200.0,,67293680882.0,46363600800.0,
▪ Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,▪ Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,6.863.792.917,(*),-,6.863.792.917,(*),-,6863792917.0,,,6863792917.0,,
▪ Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô,▪ Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô,95.654.536.078,(*),-,94.249.459.836,(*),-,95654536078.0,,,94249459836.0,,
▪ Công ty Cổ phần Tập đoàn Bia Sài Gòn - Bình Tây,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Tập đoàn Bia Sài Gòn - Bình Tây,▪ Công ty Cổ phần Tập đoàn Bia Sài Gòn - Bình Tây,345.174.627.629,345.149.557.133,-,412.814.261.765,335.588.389.429,-,345174627629.0,345149557133.0,,412814261765.0,335588389429.0,
▪ Công ty Cổ phần Bia Sài Gòn - Miền Trung,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Bia Sài Gòn - Miền Trung,▪ Công ty Cổ phần Bia Sài Gòn - Miền Trung,193.847.703.264,415.928.809.000,-,192.997.567.729,357.892.231.000,-,193847703264.0,415928809000.0,,192997567729.0,357892231000.0,
▪ Công ty TNHH Đầu tư Thương mại Tân Thành,Đầu tư vào các công ty liên kết > ▪ Công ty TNHH Đầu tư Thương mại Tân Thành,▪ Công ty TNHH Đầu tư Thương mại Tân Thành,70.829.555.721,(*),(70.829.555.721),70.829.555.721,(*),(70.829.555.721),70829555721.0,,-70829555721.0,70829555721.0,,-70829555721.0
▪ Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,▪ Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,36.621.395.335,15.834.218.400,-,37.280.572.663,19.788.568.800,-,36621395335.0,15834218400.0,,37280572663.0,19788568800.0,
