row_label_raw,row_label_full,col_0,1/1/2024Giá trị ghi số/Số có khả năng trả nợ VND,Biến động trong năm > Tăng VND,Biến động trong năm > Giảm VND,31/12/2024Giá trị ghi số/Số có khả năng trả nợ VND,numeric__1/1/2024Giá trị ghi số/Số có khả năng trả nợ VND,numeric__Biến động trong năm > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__31/12/2024Giá trị ghi số/Số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,528.900.000.000,2.934.074.426.368,(3.218.974.426.368),244.000.000.000,528900000000.0,2934074426368.0,-3218974426368.0,244000000000.0
Nợ thuê tài chính dài hạn đến hạn trả (Thuyết minh (23(b)),Nợ thuê tài chính dài hạn đến hạn trả (Thuyết minh (23(b)),Nợ thuê tài chính dài hạn đến hạn trả (Thuyết minh (23(b)),1.229.396.183,16.256.118.387,(16.101.530.821),1.383.983.749,1229396183.0,16256118387.0,-16101530821.0,1383983749.0
,,,530.129.396.183,2.950.330.544.755,(3.235.075.957.189),245.383.983.749,530129396183.0,2950330544755.0,-3235075957189.0,245383983749.0
