row_label_raw,row_label_full,col_0,Code,Note,31/12/2024 VND,1/1/2024 VND,numeric__Code,numeric__Note,numeric__31/12/2024 VND,numeric__1/1/2024 VND
Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),200,,"8,372,673,560,545","7,503,219,247,991",200.0,,,
Accounts receivable – long-term,Accounts receivable – long-term,Accounts receivable – long-term,210,,"33,965,243,693","34,701,581,051",210.0,,,
Accounts receivable from customers– long-term,Accounts receivable from customers– long-term,Accounts receivable from customers– long-term,211,,"5,948,610,516","5,948,610,516",211.0,,,
Other long-term receivables,Other long-term receivables,Other long-term receivables,216,9(b),"34,416,343,693","35,152,681,051",216.0,,,
Allowance for doubtful long-term debts,Allowance for doubtful long-term debts,Allowance for doubtful long-term debts,219,10(b),"(6,399,710,516)","(6,399,710,516)",219.0,,,
Fixed assets,Fixed assets,Fixed assets,220,,"3,593,253,846,771","3,969,724,119,615",220.0,,,
Tangible fixed assets,Tangible fixed assets,Tangible fixed assets,221,13,"2,484,109,823,637","2,889,608,860,338",221.0,13.0,,
Cost,Cost,Cost,222,,"11,567,831,953,084","11,488,317,326,965",222.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,223,,"(9,083,722,129,447)","(8,598,708,466,627)",223.0,,,
Finance lease tangible fixed assets,Finance lease tangible fixed assets,Finance lease tangible fixed assets,224,14,"151,786,364,599","157,031,248,423",224.0,14.0,,
Cost,Cost,Cost,225,,"173,582,726,065","173,582,726,065",225.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,226,,"(21,796,361,466)","(16,551,477,642)",226.0,,,
Intangible fixed assets,Intangible fixed assets,Intangible fixed assets,227,15,"957,357,658,535","923,084,010,854",227.0,15.0,,
Cost,Cost,Cost,228,,"1,173,833,999,845","1,114,711,740,504",228.0,,,
Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,229,,"(216,476,341,310)","(191,627,729,650)",229.0,,,
Investment properties,Investment properties,Investment properties,230,16,"268,304,664,076","279,064,752,080",230.0,16.0,,
Cost,Cost,Cost,231,,"311,715,130,165","311,098,622,085",231.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,232,,"(43,410,466,089)","(32,033,870,005)",232.0,,,
Long-term work in progress,Long-term work in progress,Long-term work in progress,240,,"122,014,021,082","143,919,308,285",240.0,,,
Construction in progress,Construction in progress,Construction in progress,242,17,"122,014,021,082","143,919,308,285",242.0,17.0,,
Long-term financial investments,Long-term financial investments,Long-term financial investments,250,,"3,672,561,077,153","2,287,392,366,503",250.0,,,
Investments in associates andjointly controlled entities,Investments in associates andjointly controlled entities,Investments in associates andjointly controlled entities,252,7(c),"2,304,838,560,802","2,230,183,930,616",252.0,,,
Equity investments in other entities,Equity investments in other entities,Equity investments in other entities,253,7(c),"410,929,271,916","434,314,271,916",253.0,,,
Allowance for diminution in the value oflong-term financial investments,Allowance for diminution in the value oflong-term financial investments,Allowance for diminution in the value oflong-term financial investments,254,7(c),"(378,706,755,565)","(416,325,836,029)",254.0,,,
Held-to-maturity investments– long-term,Held-to-maturity investments– long-term,Held-to-maturity investments– long-term,255,7(b),"1,335,500,000,000","39,220,000,000",255.0,,,
Other long-term assets,Other long-term assets,Other long-term assets,260,,"682,574,707,770","788,417,120,457",260.0,,,
Long-term prepaid expenses,Long-term prepaid expenses,Long-term prepaid expenses,261,12(b),"455,034,726,932","550,304,398,466",261.0,,,
Deferred tax assets,Deferred tax assets,Deferred tax assets,262,18,"198,506,939,397","206,419,744,522",262.0,18.0,,
"Long-term tools, supplies and spare parts","Long-term tools, supplies and spare parts","Long-term tools, supplies and spare parts",263,11(b),"29,033,041,441","31,692,977,469",263.0,,,
TOTAL ASSETS (270 = 100 + 200),TOTAL ASSETS (270 = 100 + 200),TOTAL ASSETS (270 = 100 + 200),270,,"33,439,406,364,651","34,056,624,839,705",270.0,,,
