row_label_raw,row_label_full,STT,Tên công ty,Hoạt động chính,31/12/2024,31/12/2024_1,1/1/2024,1/1/2024_1,numeric__Tên công ty,numeric__Hoạt động chính,numeric__31/12/2024,numeric__31/12/2024_1,numeric__1/1/2024,numeric__1/1/2024_1
STT,STT,STT,Tên công ty,Hoạt động chính,% quyền sở hữu,% quyền biểu quyết,% quyền sở hữu,% quyền biểu quyết,,,,,,
II,II,II,Công ty liên kết,,,,,,,,,,,
1,1,1,Công ty Cổ phần Kinh doanh,,,,,,,,,,,
,,,Lương thực - Thực phẩm Trường Sa,Sản xuất sản phẩm nông nghiệp và thực phẩm,-,-,"38,62%","38,98%",,,,,0.3862,0.3898
2,1 > 2,2,Công ty Cổ phần Tư vấn Đầu tư - Thiết kế và Chuyển giao Công nghệ Thành Nam (**),Cung cấp dịch vụ tư vấn xây dựng và thiết kế,"28,57%","28,57%","28,57%","28,57%",,,0.2857,0.2857,0.2857,0.2857
3,1 > 3,3,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,"Sản xuất và kinh doanh bia, rượu và nước giải khát","30,84%","33,85%","30,84%","33,85%",,,0.3084,0.3385,0.3084,0.3385
4,1 > 4,4,Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp (**),"Sản xuất, lắp đặt các sản phẩm máy móc cấu đường và xây dựng công nghiệp","26,00%","26,00%","26,00%","26,00%",,,0.26,0.26,0.26,0.26
5,1 > 5,5,Công ty Cổ phần Bia - Nước Giải Khát Sải Gòn - Tây Độ (**),"Sản xuất và kinh doanh bia, rượu, nước giải khát, sữa đậu nành và nước ép trái cây","30,79%","34,92%","29,47%","34,92%",,,0.3079,0.3492,0.29469999999999996,0.3492
6,1 > 6,6,Công ty Cổ phần Tập đoàn Bia Sài Gòn - Bình Tây (**),"Sản xuất, gia công và kinh doanh thực phẩm, nước giải khát, bia và nước uống có cồn","21,80%","22,18%","21,80%","22,18%",,,0.218,0.2218,0.218,0.2218
7,1 > 7,7,Công ty Cổ phần Bia Sài Gòn - Miền Trung,"Sản xuất và kinh doanh bia, rượu, cồn, nước giải khát và phụ tùng thay thế","32,40%","32,41%","32,40%","32,41%",,,0.324,0.32409999999999994,0.324,0.32409999999999994
8,1 > 8,8,Công ty TNHH Đầu tư Thương mại Tân Thành,Xây dựng và kinh doanh bất động sản,"29,00%","29,00%","29,00%","29,00%",,,0.29,0.29,0.29,0.29
9,1 > 9,9,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu (**),"Sản xuất và kinh doanh bia, rượu và nước giải khát","16,89%","20,00%","14,11%","20,00%",,,0.1689,0.2,0.1411,0.2
10,1 > 10,10,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,"Sản xuất và kinh doanh bia, rượu và nước giải khát","20,00%","20,00%","20,00%","20,00%",,,0.2,0.2,0.2,0.2
11,1 > 11,11,Công ty Cổ phần Bia Sài Gòn - Kiên Giang,"Sản xuất và kinh doanh bia, rượu, cồn, nước giải khát và phụ tùng thay thế","20,00%","20,00%","20,00%","20,00%",,,0.2,0.2,0.2,0.2
12,1 > 12,12,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,"Sản xuất và kinh doanh bia, rượu, cồn, nước giải khát và phụ tùng thay thế","26,00%","26,00%","26,00%","26,00%",,,0.26,0.26,0.26,0.26
13,1 > 13,13,Công ty Cổ phần Bia Sài Gòn - Bến Tre,"Sản xuất và kinh doanh bia, rượu và nước giải khát","20,00%","20,00%","20,00%","20,00%",,,0.2,0.2,0.2,0.2
