row_label_raw,row_label_full,As at 31 December 2023,Copper VND’000,Fluorspar VND’000,Tungsten VND’000,Others VND’000,Form B 09 – DN/HN(Issued under Circular No. 202/2014/TT-BTC dated 22 December 2014 of the Ministry of Finance),numeric__Copper VND’000,numeric__Fluorspar VND’000,numeric__Tungsten VND’000,numeric__Others VND’000,numeric__Form B 09 – DN/HN(Issued under Circular No. 202/2014/TT-BTC dated 22 December 2014 of the Ministry of Finance)
Segment assets,Segment assets,Segment assets,"120,738,052","636,460,125","7,791,061,067","1,480,157,965","10,028,417,209",,,,,
Unallocated assets,Unallocated assets,Unallocated assets,,,,,"30,343,938,904",,,,,
Total assets,Total assets,Total assets,,,,,"40,372,356,113",,,,,
Total liabilities,Total liabilities,Total liabilities,,,,,"26,747,864,250",,,,,
As at 1 January 2023,As at 1 January 2023,As at 1 January 2023,Copper VND’000,Fluorspar VND’000,Tungsten VND’000,Others VND’000,Total VND’000,,,,,
Segment assets,Segment assets,Segment assets,"129,621,803","672,067,232","7,338,027,143","1,546,123,623","9,685,839,801",,,,,
Unallocated assets,Unallocated assets,Unallocated assets,,,,,"31,835,160,388",,,,,
Total assets,Total assets,Total assets,,,,,"41,521,000,189",,,,,
Total liabilities,Total liabilities,Total liabilities,,,,,"26,273,561,415",,,,,
