row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2023 Nghìn VND,2022 Nghìn VND,numeric__Mã số,numeric__Thuyết minh,numeric__2023 Nghìn VND,numeric__2022 Nghìn VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,,14.107.033.218,15.562.992.329,1.0,,14107033218.0,15562992329.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,,13.779.731,13.444.675,2.0,,13779731.0,13444675.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,27,14.093.253.487,15.549.547.654,10.0,27.0,14093253487.0,15549547654.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,,13.308.967.243,13.172.693.544,11.0,,13308967243.0,13172693544.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,784.286.244,2.376.854.110,20.0,,784286244.0,2376854110.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,28,485.311.318,470.233.836,21.0,28.0,485311318.0,470233836.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,29,2.195.843.856,1.917.493.323,22.0,29.0,2195843856.0,1917493323.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,1.503.015.894,1.119.988.084,23.0,,1503015894.0,1119988084.0
Phần lợi nhuận trong công ty liên kết,Phần lợi nhuận trong công ty liên kết,Phần lợi nhuận trong công ty liên kết,24,,9.709.924,13.938.538,24.0,,9709924.0,13938538.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,30,377.179.568,452.974.941,25.0,30.0,377179568.0,452974941.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,31,499.572.488,587.976.843,26.0,31.0,499572488.0,587976843.0
Lỗ thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},Lỗ thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},Lỗ thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},30,,(1.793.288.426),(97.418.623),30.0,,-1793288426.0,-97418623.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,32,181.078.732,171.642.933,31.0,32.0,181078732.0,171642933.0
Chi phí khác,Chi phí khác,Chi phí khác,32,33,41.803.130,96.870.711,32.0,33.0,41803130.0,96870711.0
Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),40,,139.275.602,74.772.222,40.0,,139275602.0,74772222.0
Lỗ kế toán trước thuế (50 = 30 + 40),Lỗ kế toán trước thuế (50 = 30 + 40),Lỗ kế toán trước thuế (50 = 30 + 40),50,,(1.654.012.824),(22.646.401),50.0,,-1654012824.0,-22646401.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,34,56.989.769,45.262.566,51.0,34.0,56989769.0,45262566.0
Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,52,34,(181.391.892),(173.060.025),52.0,34.0,-181391892.0,-173060025.0
(Lỗ)/lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (chuyển sang trang sau),(Lỗ)/lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (chuyển sang trang sau),(Lỗ)/lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (chuyển sang trang sau),60,,(1.529.610.701),105.151.058,60.0,,-1529610701.0,105151058.0
