row_label_raw,row_label_full,col_0,col_1,col_2,31/12/2023 VND'000,1/1/2023 VND'000,numeric__col_1,numeric__col_2,numeric__31/12/2023 VND'000,numeric__1/1/2023 VND'000
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(ii),VND,"1,500,000,000",-,,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(ii),VND,"995,831,913","989,579,782",,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(i),VND,"719,376,000",-,,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(i),VND,"698,395,833",-,,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(i),VND,"639,445,333",-,,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(i),VND,"629,454,000",-,,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(i),VND,"609,471,333",-,,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(i),VND,"548,739,583",-,,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(i),VND,"499,718,671","498,874,684",,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(ii),VND,"499,733,333","498,933,333",,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(i),VND,"499,550,000",-,,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(i),VND,"499,550,000",-,,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(i),VND,"498,854,167",-,,,,
Secured bond issued,Secured bond issued,Secured bond issued,(i),VND,"498,333,333","497,833,333",,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(i),VND,"448,968,750",-,,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(i),VND,"287,235,333","286,481,333",,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(i),VND,"207,952,500","207,406,500",,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(i),VND,-,"499,509,872",,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(i),VND,-,"998,000,000",,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(i),VND,-,"1,596,800,000",,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(i),VND,-,"998,666,667",,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(i),VND,-,"998,357,417",,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(i),VND,-,"697,900,000",,,,
Secured bond issued (*),Secured bond issued (*),Secured bond issued (*),(ii),VND,-,"1,498,000,000",,,,
Secured bank loan,Secured bank loan,Secured bank loan,(iv),VND,"475,218,238",-,,,,
Unsecured bank loan,Unsecured bank loan,Unsecured bank loan,(iii),CNY,"94,334,406",-,,,,
,,,,,"10,850,162,726","10,266,342,921",,,,
