row_label_raw,row_label_full,(Lỗ)/lợi nhuận thuần trong năm (Nghìn VND),2023 > (1.529.610.701),2022 > 105.151.058,numeric__2023 > (1.529.610.701),numeric__2022 > 105.151.058
Lợi ích cổ đông không kiểm soát (Nghìn VND),Lợi ích cổ đông không kiểm soát (Nghìn VND),Lợi ích cổ đông không kiểm soát (Nghìn VND),46.273.619,36.126.441,46273619.0,36126441.0
(Lỗ)/lợi nhuận thuần thuộc về cổ đông phổ thông (Nghìn VND),(Lỗ)/lợi nhuận thuần thuộc về cổ đông phổ thông (Nghìn VND),(Lỗ)/lợi nhuận thuần thuộc về cổ đông phổ thông (Nghìn VND),(1.575.884.320),69.024.617,-1575884320.0,69024617.0
Số lượng cổ phiếu phổ thông bình quân gia quyền trong năm (cổ phiếu),Số lượng cổ phiếu phổ thông bình quân gia quyền trong năm (cổ phiếu),Số lượng cổ phiếu phổ thông bình quân gia quyền trong năm (cổ phiếu),1.099.155.420,1.099.155.420,1099155420.0,1099155420.0
(Lỗ)/lãi cơ bản trên cổ phiếu (VND/cổ phiếu),(Lỗ)/lãi cơ bản trên cổ phiếu (VND/cổ phiếu),(Lỗ)/lãi cơ bản trên cổ phiếu (VND/cổ phiếu),(1.434),63,-1434.0,63.0
