row_label_raw,row_label_full,col_0,2023VND'000,2022VND'000,numeric__2023VND'000,numeric__2022VND'000
Foreign exchange gains,Foreign exchange gains,Foreign exchange gains,"470,918,507","458,371,098",,
Interest income from deposit,Interest income from deposit,Interest income from deposit,"12,298,730","11,124,304",,
Other financial income,Interest income from deposit > Other financial income,Other financial income,"2,094,081","738,434",,738.434
,,,"485,311,318","470,233,836",,
