row_label_raw,row_label_full,col_0,31/12/2023VND'000,1/1/2023VND'000,numeric__31/12/2023VND'000,numeric__1/1/2023VND'000
Cash on hand,Cash on hand,Cash on hand,"41,167","36,096",41.167,36.096
Cash in banks,Cash in banks,Cash in banks,"974,143,187","802,602,728",,
Cash equivalents,Cash equivalents,Cash equivalents,-,"700,240,424",,
,,,"974,184,354","1,502,879,248",,
