row_label_raw,row_label_full,col_0,Khôi phục hiện trường Nghìn VND,Quyền khai thác khoáng sản Nghìn VND,Quỹ hưu trí và phụ cấp khác Nghìn VND,Tổng cộng Nghìn VND,numeric__Khôi phục hiện trường Nghìn VND,numeric__Quyền khai thác khoáng sản Nghìn VND,numeric__Quỹ hưu trí và phụ cấp khác Nghìn VND,numeric__Tổng cộng Nghìn VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,113.830.515,370.322.195,4.138.629.433,4.622.782.143,113830515.0,370322195.0,4138629433.0,4622782143.0
Tăng do hợp nhất kinh doanh,Tăng do hợp nhất kinh doanh,Tăng do hợp nhất kinh doanh,-,-,324.134.521,324.134.521,,,324134521.0,324134521.0
Dự phòng tăng trong năm,Dự phòng tăng trong năm,Dự phòng tăng trong năm,5.372.800,8.936.436,168.340.310,182.649.546,5372800.0,8936436.0,168340310.0,182649546.0
Tái xác định dự phòng trợ cấp hưu trí (*),Tái xác định dự phòng trợ cấp hưu trí (*),Tái xác định dự phòng trợ cấp hưu trí (*),-,-,344.951.548,344.951.548,,,344951548.0,344951548.0
Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,-,-,(237.638.163),(237.638.163),,,-237638163.0,-237638163.0
Chênh lệch do chuyển đổi tiền tệ,Chênh lệch do chuyển đổi tiền tệ,Chênh lệch do chuyển đổi tiền tệ,-,-,270.766.202,270.766.202,,,270766202.0,270766202.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,119.203.315,379.258.631,5.009.183.851,5.507.645.797,119203315.0,379258631.0,5009183851.0,5507645797.0
