row_label_raw,row_label_full,col_0,2023,2022,numeric__2023,numeric__2022
Net (loss)/profit for the year (VND'000),Net (loss)/profit for the year (VND'000),Net (loss)/profit for the year (VND'000),"(1,529,610,701)","105,151,058",,
Non-controlling interest (VND'000),Non-controlling interest (VND'000),Non-controlling interest (VND'000),"46,273,619","36,126,441",,
Net (loss)/profit attributable to ordinary shareholders (VND'000),Net (loss)/profit attributable to ordinary shareholders (VND'000),Net (loss)/profit attributable to ordinary shareholders (VND'000),"(1,575,884,320)","69,024,617",,
Weighted average number of ordinary shares (shares),Weighted average number of ordinary shares (shares),Weighted average number of ordinary shares (shares),"1,099,155,420","1,099,155,420",,
Basic (losses)/earnings per share (VND/share),Weighted average number of ordinary shares (shares) > Basic (losses)/earnings per share (VND/share),Basic (losses)/earnings per share (VND/share),"(1,434)",63,-1.434,63.0
