row_label_raw,row_label_full,col_0,col_1,col_2,31/12/2023Nghìn VND,1/1/2023Nghìn VND,numeric__col_1,numeric__col_2,numeric__31/12/2023Nghìn VND,numeric__1/1/2023Nghìn VND
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(ii),VND,1.500.000.000,-,,,1500000000.0,
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(ii),VND,995.831.913,989.579.782,,,995831913.0,989579782.0
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(i),VND,719.376.000,-,,,719376000.0,
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(i),VND,698.395.833,-,,,698395833.0,
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(i),VND,639.445.333,-,,,639445333.0,
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(i),VND,629.454.000,-,,,629454000.0,
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(i),VND,609.471.333,-,,,609471333.0,
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(i),VND,548.739.583,-,,,548739583.0,
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(i),VND,499.718.671,498.874.684,,,499718671.0,498874684.0
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(ii),VND,499.733.333,498.933.333,,,499733333.0,498933333.0
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(i),VND,499.550.000,-,,,499550000.0,
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(i),VND,499.550.000,-,,,499550000.0,
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(i),VND,498.854.167,-,,,498854167.0,
Phát hành trái phiếu có đảm bảo,Phát hành trái phiếu có đảm bảo,Phát hành trái phiếu có đảm bảo,(i),VND,498.333.333,497.833.333,,,498333333.0,497833333.0
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(i),VND,448.968.750,-,,,448968750.0,
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(i),VND,287.235.333,286.481.333,,,287235333.0,286481333.0
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(i),VND,207.952.500,207.406.500,,,207952500.0,207406500.0
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(i),VND,-,499.509.872,,,,499509872.0
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(i),VND,-,998.000.000,,,,998000000.0
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(i),VND,-,1.596.800.000,,,,1596800000.0
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(i),VND,-,998.666.667,,,,998666667.0
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(i),VND,-,998.357.417,,,,998357417.0
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(i),VND,-,697.900.000,,,,697900000.0
Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),Phát hành trái phiếu có đảm bảo (*),(ii),VND,-,1.498.000.000,,,,1498000000.0
Khoản vay ngân hàng có đảm bảo,Khoản vay ngân hàng có đảm bảo,Khoản vay ngân hàng có đảm bảo,(iv),VND,475.218.238,-,,,475218238.0,
Khoản vay ngân hàng không được đảm bảo,Khoản vay ngân hàng không được đảm bảo,Khoản vay ngân hàng không được đảm bảo,(iii),CNY,94.334.406,-,,,94334406.0,
,,,,,10.850.162.726,10.266.342.921,,,10850162726.0,10266342921.0
