row_label_raw,row_label_full,col_0,Vốn cổ phần Nghìn VND,Thặng dư vốn cổ phần Nghìn VND,Vốn khác của chủ sở hữu Nghìn VND,Chênh lệch tỷ giá hối đoái Nghìn VND,Quỹ khác thuộc vốn chủ sở hữu Nghìn VND,Lợi nhuận chưa phân phối Nghìn VND,Vốn chủ sở hữu thuộc về các chủ sở hữu của Công ty Nghìn VND,Lợi ích cổ đông không kiểm soát Nghìn VND,Tổng cộng Nghìn VND,numeric__Vốn cổ phần Nghìn VND,numeric__Thặng dư vốn cổ phần Nghìn VND,numeric__Vốn khác của chủ sở hữu Nghìn VND,numeric__Chênh lệch tỷ giá hối đoái Nghìn VND,numeric__Quỹ khác thuộc vốn chủ sở hữu Nghìn VND,numeric__Lợi nhuận chưa phân phối Nghìn VND,numeric__Vốn chủ sở hữu thuộc về các chủ sở hữu của Công ty Nghìn VND,numeric__Lợi ích cổ đông không kiểm soát Nghìn VND,numeric__Tổng cộng Nghìn VND
Số dư tại ngày 1/1/2022,Số dư tại ngày 1/1/2022,Số dư tại ngày 1/1/2022,10.991.554.200,1.098.259.892,(295.683.347),(365.829.110),(170.252.387),2.962.204.732,14.220.253.980,120.925.344,14.341.179.324,10991554200.0,1098259892.0,-295683347.0,-365829110.0,-170252387.0,2962204732.0,14220253980.0,120925344.0,14341179324.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,-,69.024.617,69.024.617,36.126.441,105.151.058,,,,,,69024617.0,69024617.0,36126441.0,105151058.0
Tái xác định dự phòng trợ cấp hữu trí,Tái xác định dự phòng trợ cấp hữu trí,Tái xác định dự phòng trợ cấp hữu trí,-,-,-,-,845.796.388,-,845.796.388,-,845.796.388,,,,,845796388.0,,845796388.0,,845796388.0
Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,-,-,-,(53.590.654),-,-,(53.590.654),8.902.658,(44.687.996),,,,-53590654.0,,,-53590654.0,8902658.0,-44687996.0
Số dư tại ngày 1/1/2023,Số dư tại ngày 1/1/2023,Số dư tại ngày 1/1/2023,10.991.554.200,1.098.259.892,(295.683.347),(419.419.764),675.544.001,3.031.229.349,15.081.484.331,165.954.443,15.247.438.774,10991554200.0,1098259892.0,-295683347.0,-419419764.0,675544001.0,3031229349.0,15081484331.0,165954443.0,15247438774.0
(Lỗ)/lợi nhuận thuần trong năm,(Lỗ)/lợi nhuận thuần trong năm,(Lỗ)/lợi nhuận thuần trong năm,-,-,-,-,-,(1.575.884.320),(1.575.884.320),46.273.619,(1.529.610.701),,,,,,-1575884320.0,-1575884320.0,46273619.0,-1529610701.0
Tái xác định dự phòng trợ cấp hữu trí,Tái xác định dự phòng trợ cấp hữu trí,Tái xác định dự phòng trợ cấp hữu trí,-,-,-,-,(279.238.968),-,(279.238.968),-,(279.238.968),,,,,-279238968.0,,-279238968.0,,-279238968.0
Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,-,-,-,185.572.767,-,-,185.572.767,329.991,185.902.758,,,,185572767.0,,,185572767.0,329991.0,185902758.0
Số dư tại ngày 31/12/2023,Số dư tại ngày 31/12/2023,Số dư tại ngày 31/12/2023,10.991.554.200,1.098.259.892,(295.683.347),(233.846.997),396.305.033,1.455.345.029,13.411.933.810,212.558.053,13.624.491.863,10991554200.0,1098259892.0,-295683347.0,-233846997.0,396305033.0,1455345029.0,13411933810.0,212558053.0,13624491863.0
