row_label_raw,row_label_full,col_0,2023Nghìn VND,2022Nghìn VND,numeric__2023Nghìn VND,numeric__2022Nghìn VND
Lỗ kế toán trước thuế,Lỗ kế toán trước thuế,Lỗ kế toán trước thuế,(1.654.012.824),(22.646.401),-1654012824.0,-22646401.0
Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,(330.802.565),(4.529.280),-330802565.0,-4529280.0
Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,3.538.801,1.074.771,3538801.0,1074771.0
Uu đãi thuế,Uu đãi thuế,Uu đãi thuế,(9.205.132),(20.022.083),-9205132.0,-20022083.0
Ảnh hưởng của mức thuế suất khác áp dụng đối với công ty con,Ảnh hưởng của mức thuế suất khác áp dụng đối với công ty con,Ảnh hưởng của mức thuế suất khác áp dụng đối với công ty con,(7.739.568),(62.717.172),-7739568.0,-62717172.0
Ảnh hưởng của mức thuế suất khác áp dụng đối với các khoản thu nhập khác và thuế thu nhập hoãn lại được ghi nhận,Ảnh hưởng của mức thuế suất khác áp dụng đối với các khoản thu nhập khác và thuế thu nhập hoãn lại được ghi nhận,Ảnh hưởng của mức thuế suất khác áp dụng đối với các khoản thu nhập khác và thuế thu nhập hoãn lại được ghi nhận,4.514.359,(19.607.289),4514359.0,-19607289.0
Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,(55.336),(13.005.112),-55336.0,-13005112.0
Dự phòng thiếu/(thừa) trong những năm trước,Dự phòng thiếu/(thừa) trong những năm trước,Dự phòng thiếu/(thừa) trong những năm trước,356.692,(2.403.641),356692.0,-2403641.0
Hoàn nhập ghi giảm tài sản thuế thu nhập hoãn lại,Hoàn nhập ghi giảm tài sản thuế thu nhập hoãn lại,Hoàn nhập ghi giảm tài sản thuế thu nhập hoãn lại,(12.206.750),(66.541.153),-12206750.0,-66541153.0
Tài sản thuế thu nhập hoãn lại không được ghi nhận đối với lỗ tính thuế,Tài sản thuế thu nhập hoãn lại không được ghi nhận đối với lỗ tính thuế,Tài sản thuế thu nhập hoãn lại không được ghi nhận đối với lỗ tính thuế,68.577.140,-,68577140.0,
Biến động tài sản thuế thu nhập hoãn lại chưa được ghi nhận phát sinh từ chênh lệch tạm thời,Biến động tài sản thuế thu nhập hoãn lại chưa được ghi nhận phát sinh từ chênh lệch tạm thời,Biến động tài sản thuế thu nhập hoãn lại chưa được ghi nhận phát sinh từ chênh lệch tạm thời,158.620.236,59.953.500,158620236.0,59953500.0
,,,(124.402.123),(127.797.459),-124402123.0,-127797459.0
