row_label_raw,row_label_full,col_0,Chi phí đất trả trước và chi phí đền bù giải phóng mặt bằng Nghìn VND,Chi phí khai thác khoáng sản khác Nghìn VND,Chi phí phát sinh để có được hợp đồng (*) Nghìn VND,Chi phí trả trước khác Nghìn VND,Tổng cộng Nghìn VND,numeric__Chi phí đất trả trước và chi phí đền bù giải phóng mặt bằng Nghìn VND,numeric__Chi phí khai thác khoáng sản khác Nghìn VND,numeric__Chi phí phát sinh để có được hợp đồng (*) Nghìn VND,numeric__Chi phí trả trước khác Nghìn VND,numeric__Tổng cộng Nghìn VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,1.297.902.046,1.770.217.100,130.853.798,147.187.874,3.346.160.818,1297902046.0,1770217100.0,130853798.0,147187874.0,3346160818.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,1.807.559,208.507.283,-,71.767.833,282.082.675,1807559.0,208507283.0,,71767833.0,282082675.0
Chuyển từ chí phí xây dựng cơ bản dở dang (Thuyết minh 15),Chuyển từ chí phí xây dựng cơ bản dở dang (Thuyết minh 15),Chuyển từ chí phí xây dựng cơ bản dở dang (Thuyết minh 15),-,-,-,7.428.168,7.428.168,,,,7428168.0,7428168.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(72.422.962),(157.607.425),(18.606.248),(103.341.195),(351.977.830),-72422962.0,-157607425.0,-18606248.0,-103341195.0,-351977830.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.227.286.643,1.821.116.958,112.247.550,123.042.680,3.283.693.831,1227286643.0,1821116958.0,112247550.0,123042680.0,3283693831.0
