row_label_raw,row_label_full,col_0,1/1/2023Giá trị ghi số và số cókhả năng trả nợ (*)Nghìn VND,TăngNghìn VND,Biến động trong năm > Thanh toánNghìn VND,Biến động trong năm > Chênh lệch tỷ giáchưa thực hiệnNghìn VND,Chênh lệch tỷ giáchưa thực hiệnNghìn VND,Chênh lệch tỷ giádo chuyển đổi tiền tệNghìn VND,31/12/2023Giá trị ghi số và số cókhả năng trả nợ (*)Nghìn VND,numeric__1/1/2023Giá trị ghi số và số cókhả năng trả nợ (*)Nghìn VND,numeric__TăngNghìn VND,numeric__Biến động trong năm > Thanh toánNghìn VND,numeric__Biến động trong năm > Chênh lệch tỷ giáchưa thực hiệnNghìn VND,numeric__Chênh lệch tỷ giáchưa thực hiệnNghìn VND,numeric__Chênh lệch tỷ giádo chuyển đổi tiền tệNghìn VND,numeric__31/12/2023Giá trị ghi số và số cókhả năng trả nợ (*)Nghìn VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,5.818.241.451,8.823.305.992,(8.908.691.556),48.100.725,25.543.145,5.806.499.757,,5818241451.0,8823305992.0,-8908691556.0,48100725.0,25543145.0,5806499757.0,
Trái phiếu dài hạn đến hạn trả(Thuyết minh 21(b)),Trái phiếu dài hạn đến hạn trả(Thuyết minh 21(b)),Trái phiếu dài hạn đến hạn trả(Thuyết minh 21(b)),7.287.233.956,2.008.049.961,(7.300.000.000),-,-,1.995.283.917,,7287233956.0,2008049961.0,-7300000000.0,,,1995283917.0,
Vay dài hạn đến hạn trả(Thuyết minh 21(b)),Vay dài hạn đến hạn trả(Thuyết minh 21(b)),Vay dài hạn đến hạn trả(Thuyết minh 21(b)),-,102.812.381,(6.929.605),-,(1.548.370),94.334.406,,,102812381.0,-6929605.0,,-1548370.0,94334406.0,
,,,13.105.475.407,10.934.168.334,(16.215.621.161),48.100.725,23.994.775,7.896.118.080,,13105475407.0,10934168334.0,-16215621161.0,48100725.0,23994775.0,7896118080.0,
