row_label_raw,row_label_full,col_0,2023VND'000,2022VND'000,numeric__2023VND'000,numeric__2022VND'000
Gain from bargain purchase from business combination (Note 6),Gain from bargain purchase from business combination (Note 6),Gain from bargain purchase from business combination (Note 6),"117,106,706",-,,
Insurance claims,Insurance claims,Insurance claims,-,"42,221,376",,
Gain on scrap sales,Gain on scrap sales,Gain on scrap sales,"13,933,366","12,430,944",,
Gain on disposal of fixed assets,Gain on scrap sales > Gain on disposal of fixed assets,Gain on disposal of fixed assets,"554,545","137,866",554.545,137.866
Income from asset rental,Income from asset rental,Income from asset rental,-,"57,919,402",,
Reversal of VAT input written-off in previous years,Reversal of VAT input written-off in previous years,Reversal of VAT input written-off in previous years,-,"25,158,904",,
Others,Others,Others,"49,484,115","33,774,441",,
,,,"181,078,732","171,642,933",,
