row_label_raw,row_label_full,col_0,Buildings and structures VND'000,Land VND'000,Total VND'000,numeric__Buildings and structures VND'000,numeric__Land VND'000,numeric__Total VND'000
Cost,Cost,Cost,Cost,Cost,Cost,,,
Opening balance,Opening balance,Opening balance,"1,096,335,605","33,284,187","1,129,619,792",,,
Currency translation difference,Currency translation difference,Currency translation difference,"66,016,497","2,084,273","68,100,770",,,
Closing balance,Closing balance,Closing balance,"1,162,352,102","35,368,460","1,197,720,562",,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,,,
Opening balance,Opening balance,Opening balance,"407,216,790",-,"407,216,790",,,
Charge for the period,Charge for the period,Charge for the period,"62,478,187",-,"62,478,187",,,
Currency translation difference,Currency translation difference,Currency translation difference,"25,105,422",-,"25,105,422",,,
Closing balance,Closing balance,Closing balance,"494,800,399",-,"494,800,399",,,
Net book value,Net book value,Net book value,Net book value,Net book value,Net book value,,,
Opening balance,Opening balance,Opening balance,"689,118,815","33,284,187","722,403,002",,,
Closing balance,Closing balance,Closing balance,"667,551,703","35,368,460","702,920,163",,,
