row_label_raw,row_label_full,2023,Copper VND'000,Fluorspar VND'000,Tungsten VND'000,Others VND'000,Total VND'000,numeric__Copper VND'000,numeric__Fluorspar VND'000,numeric__Tungsten VND'000,numeric__Others VND'000,numeric__Total VND'000
Capital expenditure,Capital expenditure,Capital expenditure,"3,941,759",-,"9,611,114",-,"13,552,873",,,,,
Unallocated capital expenditure,Unallocated capital expenditure,Unallocated capital expenditure,,,,,"835,849,536",,,,,
Segment depreciation and amortisation,Segment depreciation and amortisation,Segment depreciation and amortisation,"8,883,751","35,607,108","381,758,148","99,618,406","525,867,413",,,,,
Unallocated depreciation and amortisation and investment property,Unallocated depreciation and amortisation and investment property,Unallocated depreciation and amortisation and investment property,,,,,"784,281,980",,,,,
Unallocated amortization of prepaid expenses,Unallocated amortization of prepaid expenses,Unallocated amortization of prepaid expenses,,,,,"351,977,830",,,,,
2022,2022,2022,Copper VND'000,Fluorspar VND'000,Tungsten VND'000,Others VND'000,Total VND'000,,,,,
Capital expenditure,Capital expenditure,Capital expenditure,"150,046,047",-,"651,625,175",-,"801,671,222",,,,,
Unallocated capital expenditure,Unallocated capital expenditure,Unallocated capital expenditure,,,,,"528,365,274",,,,,
Segment depreciation and amortisation,Segment depreciation and amortisation,Segment depreciation and amortisation,"11,892,120","45,295,587","551,863,213","130,225,998","739,276,918",,,,,
Unallocated depreciation and amortisation and investment property,Unallocated depreciation and amortisation and investment property,Unallocated depreciation and amortisation and investment property,,,,,"762,615,645",,,,,
Unallocated amortization of prepaid expenses,Unallocated amortization of prepaid expenses,Unallocated amortization of prepaid expenses,,,,,"377,236,703",,,,,
