row_label_raw,row_label_full,col_0,Code,Note,2023 VND’000,2022 VND’000,numeric__Code,numeric__Note,numeric__2023 VND’000,numeric__2022 VND’000
Net (loss)/profit after tax(60 = 50 - 51 - 52)(brought forward from previous page),Net (loss)/profit after tax(60 = 50 - 51 - 52)(brought forward from previous page),Net (loss)/profit after tax(60 = 50 - 51 - 52)(brought forward from previous page),60,,"(1,529,610,701)","105,151,058",60.0,,,
Net (loss)/profit attributable to:,Net (loss)/profit attributable to:,Net (loss)/profit attributable to:,Net (loss)/profit attributable to:,Net (loss)/profit attributable to:,Net (loss)/profit attributable to:,Net (loss)/profit attributable to:,,,,
Shareholders of the Company,Net (loss)/profit attributable to: > Shareholders of the Company,Shareholders of the Company,61,,"(1,575,884,320)","69,024,617",61.0,,,
Non-controlling interest,Net (loss)/profit attributable to: > Non-controlling interest,Non-controlling interest,62,,"46,273,619","36,126,441",62.0,,,
,,,,,VND,VND,,,,
(Losses)/earnings per share,(Losses)/earnings per share,(Losses)/earnings per share,(Losses)/earnings per share,(Losses)/earnings per share,(Losses)/earnings per share,(Losses)/earnings per share,,,,
Basic (losses)/earnings per share,(Losses)/earnings per share > Basic (losses)/earnings per share,Basic (losses)/earnings per share,70,35,"(1,434)",63,70.0,35.0,-1.434,63.0
