row_label_raw,row_label_full,col_0,31/12/2019 > Giá trị,31/12/2019 > Dự phòng,01/01/2019 (đã điều chỉnh) > Giá trị,01/01/2019 (đã điều chỉnh) > Dự phòng,numeric__31/12/2019 > Giá trị,numeric__31/12/2019 > Dự phòng,numeric__01/01/2019 (đã điều chỉnh) > Giá trị,numeric__01/01/2019 (đã điều chỉnh) > Dự phòng
,,,VND,VND,VND,VND,,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
- Phải thu về cổ phần hóa,a) Ngắn hạn > - Phải thu về cổ phần hóa,- Phải thu về cổ phần hóa,-,-,4.087.245.620,-,,,4087245620.0,
- Phải thu Bà Nguyễn Thị Minh Châu tiền chuyển nhượng khoản đầu tư,a) Ngắn hạn > - Phải thu Bà Nguyễn Thị Minh Châu tiền chuyển nhượng khoản đầu tư,- Phải thu Bà Nguyễn Thị Minh Châu tiền chuyển nhượng khoản đầu tư,6.600.000.000,(6.600.000.000),6.600.000.000,(6.600.000.000),6600000000.0,-6600000000.0,6600000000.0,-6600000000.0
"- Phải thu lãi tiền gửi, lãi cho vay","a) Ngắn hạn > - Phải thu lãi tiền gửi, lãi cho vay","- Phải thu lãi tiền gửi, lãi cho vay",238.950.685,-,10.239.259.526,-,238950685.0,,10239259526.0,
- Phải thu về tạm ứng,a) Ngắn hạn > - Phải thu về tạm ứng,- Phải thu về tạm ứng,15.964.958.851,-,214.693.423.962,(3.631.479.471),15964958851.0,,214693423962.0,-3631479471.0
"- Các khoản thế chấp, ký quỹ","a) Ngắn hạn > - Các khoản thế chấp, ký quỹ","- Các khoản thế chấp, ký quỹ",206.729.085,-,236.729.085,-,206729085.0,,236729085.0,
- Phải thu cổ tức và lợi nhuận được chia,a) Ngắn hạn > - Phải thu cổ tức và lợi nhuận được chia,- Phải thu cổ tức và lợi nhuận được chia,90.000.000.000,-,93.708.144.000,-,90000000000.0,,93708144000.0,
- Phải thu tiền nhận chuyển nhượng cổ phần đã thực hiện do hủy hợp đồng\( ^{(1)} \),a) Ngắn hạn > - Phải thu tiền nhận chuyển nhượng cổ phần đã thực hiện do hủy hợp đồng\( ^{(1)} \),- Phải thu tiền nhận chuyển nhượng cổ phần đã thực hiện do hủy hợp đồng\( ^{(1)} \),867.713.536.000,-,-,-,867713536000.0,,,
- Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha\( ^{(2)} \),a) Ngắn hạn > - Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha\( ^{(2)} \),- Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha\( ^{(2)} \),87.986.422.597,-,-,-,87986422597.0,,,
- Phải thu Công ty Cổ phần Hưng Vượng\( ^{(3)} \),a) Ngắn hạn > - Phải thu Công ty Cổ phần Hưng Vượng\( ^{(3)} \),- Phải thu Công ty Cổ phần Hưng Vượng\( ^{(3)} \),285.539.076.815,-,-,-,285539076815.0,,,
- Phải thu khác,a) Ngắn hạn > - Phải thu khác,- Phải thu khác,6.228.392.359,-,3.311.216.969,(1.461.900.000),6228392359.0,,3311216969.0,-1461900000.0
,,,1.360.478.066.392,(6.600.000.000),332.876.019.162,(11.693.379.471),1360478066392.0,-6600000000.0,332876019162.0,-11693379471.0
