row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2019,01/01/2019 (đã điều chỉnh),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2019,numeric__01/01/2019 (đã điều chỉnh)
,,,,,VND,VND,,,,
100,100,100,A. TÀI SẢN NGẮN HẠN,,2.659.680.333.974,2.207.708.435.199,,,2659680333974.0,2207708435199.0
110,110,110,I. Tiền và các khoản tương đương tiền,03,219.263.132.224,275.373.548.384,,3.0,219263132224.0,275373548384.0
111,111,111,1. Tiền,,155.763.132.224,100.373.548.384,,,155763132224.0,100373548384.0
112,112,112,2. Các khoản tương đương tiền,,63.500.000.000,175.000.000.000,,,63500000000.0,175000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,04,17.400.000.000,4.000.000.000,,4.0,17400000000.0,4000000000.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,17.400.000.000,4.000.000.000,,,17400000000.0,4000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.595.150.867.965,1.007.902.842.664,,,1595150867965.0,1007902842664.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,05,154.893.314.374,93.433.926.405,,5.0,154893314374.0,93433926405.0
132,132,132,2. Trả trước cho người bán ngắn hạn,06,42.769.625.801,448.590.790.715,,6.0,42769625801.0,448590790715.0
135,135,135,3. Phải thu về cho vay ngắn hạn,07,43.867.650.647,147.045.223.048,,7.0,43867650647.0,147045223048.0
136,136,136,4. Phải thu ngắn hạn khác,08,1.360.478.066.392,332.876.019.162,,8.0,1360478066392.0,332876019162.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(6.857.789.249),(14.177.880.491),,,-6857789249.0,-14177880491.0
139,139,139,6. Tài sản thiếu chờ xử lý,,-,134.763.825,,,,134763825.0
140,140,140,IV. Hàng tồn kho,10,794.812.387.310,885.615.638.010,,10.0,794812387310.0,885615638010.0
141,141,141,1. Hàng tồn kho,,815.293.911.147,885.615.638.010,,,815293911147.0,885615638010.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(20.481.523.837),-,,,-20481523837.0,
150,150,150,V. Tài sản ngắn hạn khác,,33.053.946.475,34.816.406.141,,,33053946475.0,34816406141.0
151,151,151,1. Chi phí trả trước ngắn hạn,15,2.428.107.063,7.011.878.186,,15.0,2428107063.0,7011878186.0
152,152,152,2. Thuế GTGT được khấu trừ,,12.628.066.697,9.965.553.624,,,12628066697.0,9965553624.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,21,17.997.772.715,17.838.974.331,,21.0,17997772715.0,17838974331.0
200,200,200,B. TÀI SẢN DÀI HẠN,,3.013.024.252.329,3.480.809.187.997,,,3013024252329.0,3480809187997.0
210,210,210,I. Các khoản phải thu dài hạn,,530.555.414.362,698.159.002.451,,,530555414362.0,698159002451.0
211,211,211,1. Phải thu dài hạn của khách hàng,05,269.512.681.143,269.512.681.143,,5.0,269512681143.0,269512681143.0
212,212,212,2. Trả trước cho người bán dài hạn,06,14.313.000.000,14.748.000.000,,6.0,14313000000.0,14748000000.0
215,215,215,3. Phải thu về cho vay dài hạn,07,117.243.151.713,9.896.049.652,,7.0,117243151713.0,9896049652.0
216,216,216,4. Phải thu dài hạn khác,08,129.486.581.506,404.002.271.656,,8.0,129486581506.0,404002271656.0
220,220,220,II. Tài sản cố định,,964.338.928.391,1.017.322.502.293,,,964338928391.0,1017322502293.0
221,221,221,1. Tài sản cố định hữu hình,12,433.987.648.297,463.484.881.765,,12.0,433987648297.0,463484881765.0
222,222,222,- Nguyên giá,,947.403.262.281,933.507.464.161,,,947403262281.0,933507464161.0
223,223,223,- Giá trị hao mòn lũy kế,,(513.415.613.984),(470.022.582.396),,,-513415613984.0,-470022582396.0
227,227,227,2. Tài sản cố định vô hình,13,530.351.280.094,553.837.620.528,,13.0,530351280094.0,553837620528.0
228,228,228,- Nguyên giá,,586.123.163.370,585.728.892.140,,,586123163370.0,585728892140.0
229,229,229,- Giá trị hao mòn lũy kế,,(55.771.883.276),(31.891.271.612),,,-55771883276.0,-31891271612.0
230,230,230,III. Bất động sản đầu tư,14,89.184.082.952,89.428.959.320,,14.0,89184082952.0,89428959320.0
231,231,231,- Nguyên giá,,91.619.797.031,91.619.797.031,,,91619797031.0,91619797031.0
232,232,232,- Giá trị hao mòn lũy kế,,(2.435.714.079),(2.190.837.711),,,-2435714079.0,-2190837711.0
240,240,240,IV. Tài sản dở dang dài hạn,11,133.215.428.521,87.161.844.318,,11.0,133215428521.0,87161844318.0
241,241,241,"1. Chỉ phí sản xuất, kinh doanh dở dang dài hạn",,11.620.815.837,-,,,11620815837.0,
242,242,242,2. Chỉ phí xây dựng cơ bản dở dang,,121.594.612.684,87.161.844.318,,,121594612684.0,87161844318.0
250,250,250,V. Đầu tư tài chính dài hạn,04,1.091.347.000.820,1.361.539.391.287,,4.0,1091347000820.0,1361539391287.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",,1.090.842.000.820,1.361.034.391.287,,,1090842000820.0,1361034391287.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,505.000.000,505.000.000,,,505000000.0,505000000.0
260,260,260,VI. Tài sản dài hạn khác,,204.383.397.282,227.197.488.328,,,204383397282.0,227197488328.0
261,261,261,1. Chỉ phí trả trước dài hạn,15,204.383.397.282,227.197.488.328,,15.0,204383397282.0,227197488328.0
270,270,270,TỔNG CỘNG TÀI SẢN,,5.672.704.586.303,5.688.517.623.196,,,5672704586303.0,5688517623196.0
