row_label_raw,row_label_full,STT,Tên Công ty,Nơi thành lập,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Hoạt động kinh doanh chính,numeric__Tên Công ty,numeric__Nơi thành lập,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động kinh doanh chính
1,1,1,"KP Apparel Manufacturing Co.,Ltd",Vương quốc Campuchia,"100,00%","100,00%","Sản xuất hàng sợi,vài, may mặc",,,1.0,1.0,
2,2,2,Công ty TNHH MTV Giấy Vĩnh Phú,Tỉnh Bình Dương,"100,00%","100,00%","Sản xuất, kinh doanh sản phẩm từ giấy",,,1.0,1.0,
3,3,3,Công ty CP Thương mại Tổng hợp Thuận An,Tỉnh Bình Dương,"62,68%","62,68%",Kinh doanh thương mại,,,0.6268,0.6268,
4,4,4,Công ty TNHH Sân golf Palm Sông Bé,Tỉnh Bình Dương,"100,00%","100,00%",Kinh doanh dịch vụ Golf,,,1.0,1.0,
5,5,5,Công ty TNHH MTV Quốc tế Protrade,Tỉnh Bình Dương,"100,00%","100,00%",Kinh doanh hạ tầng khu công nghiệp,,,1.0,1.0,
