row_label_raw,row_label_full,col_0,col_1,31/12/2019,01/01/2019,numeric__col_1,numeric__31/12/2019,numeric__01/01/2019
,,,,VND,VND,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,
,,,- Công cụ dụng cụ chờ phân bổ,334.869.978,1.471.523.452,,334869978.0,1471523452.0
,,,- Chi phí sửa chữa,503.036.358,266.184.303,,503036358.0,266184303.0
,,,- Phí bảo hiểm,339.979.756,291.892.879,,339979756.0,291892879.0
,,,- Phí hoa hồng môi giới,727.932.971,4.509.548.071,,727932971.0,4509548071.0
,,,- Chi phí trả trước ngắn hạn khác,522.288.000,472.729.481,,522288000.0,472729481.0
,,,,2.428.107.063,7.011.878.186,,2428107063.0,7011878186.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,
,,,- Công cụ dụng cụ đang phân bổ,1.423.695.222,977.006.017,,1423695222.0,977006017.0
,,,- Chi phí thuê đất,1.230.330.555,1.533.051.851,,1230330555.0,1533051851.0
,,,- Chi phí thẻ hội viên sân golf,1.943.366.757,1.996.247.481,,1943366757.0,1996247481.0
,,,- Chi phí sửa chữa tài sân,3.134.334.386,1.190.936.533,,3134334386.0,1190936533.0
,,,- Lợi thế kinh doanh,196.067.292.582,220.890.100.834,,196067292582.0,220890100834.0
,,,- Chi phí trả trước dài hạn khác,584.377.780,610.145.612,,584377780.0,610145612.0
,,,,204.383.397.282,227.197.488.328,,204383397282.0,227197488328.0
