row_label_raw,row_label_full,col_0,col_1,31/12/2019,01/01/2019(dã điều chỉnh),numeric__col_1,numeric__31/12/2019,numeric__01/01/2019(dã điều chỉnh)
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
a),a) > a),a),- Kinh phí công đoàn,696.416.525,1.756.289.936,,696416525.0,1756289936.0
a),a) > a),a),"- Các khoản đặt cọc, ký quỹ, ký cược",21.663.947.104,53.455.353.339,,21663947104.0,53455353339.0
a),a) > a),a),- Lợi nhuận phải nộp về ngân sách Nhà nước,1.004.050.799.744,1.036.963.798.013,,1004050799744.0,1036963798013.0
a),a) > a),a),- Phải trả về cổ phần hóa,-,14.013.716.459,,,14013716459.0
a),a) > a),a),- Cổ tức phải trả,1.845.552.000,-,,1845552000.0,
a),a) > a),a),- Phải trả thù lao cho Hội đồng Quản trị,1.391.580.000,-,,1391580000.0,
a),a) > a),a),- Phải trả tiền lãi vay,1.341.666.667,1.861.110.374,,1341666667.0,1861110374.0
a),a) > a),a),- Phải trả Công ty TNHH Phát Triển tiền đã thu theo hợp đồng bởi thường kinh phí đầu tư về đất và chuyển giao đất (1),-,30.000.000.000,,,30000000000.0
a),a) > a),a),- Phải trả Ngân sách Đàng,91.182.771.193,91.182.771.193,,91182771193.0,91182771193.0
a),a) > a),a),- Phải trả khác,1.544.094.395,995.045.526,,1544094395.0,995045526.0
a),a) > a),a),,1.123.716.827.628,1.230.228.084.840,,1123716827628.0,1230228084840.0
b),b),b),Dài hạn,,,,,
b),b) > b),b),- Nhận trước tiền đất tái định cư của các hộ dân thuộc khu tái định cư An Tây (2),56.666.666.667,56.666.666.667,,56666666667.0,56666666667.0
b),b) > b),b),"- Các khoản nhận đặt cọc, ký quỹ, ký cược dài hạn",9.599.730.631,7.748.903.162,,9599730631.0,7748903162.0
b),b) > b),b),,66.266.397.298,64.415.569.829,,66266397298.0,64415569829.0
c),b) > c),c),Phải trả khác là các bên liên quan,1.096.575.237.604,1.160.007.679.580,,1096575237604.0,1160007679580.0
