row_label_raw,row_label_full,6,Công ty TNHH YCH-PROTRADE,TinhBình Dương,"30,00%","30,00%_1",Kinh doanh dịch vụlogistic,numeric__Công ty TNHH YCH-PROTRADE,numeric__TinhBình Dương,"numeric__30,00%","numeric__30,00%_1",numeric__Kinh doanh dịch vụlogistic
7,7,7,Công ty CP Đầu tư và Pháttriển Tân Thành,TinhBình Dương,"41,74%","30,00%","Kinh doanh bất độngsản, dịch vụ sân golf",,,0.4174,0.3,
8,8,8,Công ty Cổ phần May mặcBình Dương,TinhBình Dương,"48,89%","48,89%",Sản xuất kinh doanhhàng may mặc,,,0.4889,0.4889,
