row_label_raw,row_label_full,col_0,Tỷ lệ,Cuối năm,Tỷ lệ_1,Đầu năm,numeric__Tỷ lệ,numeric__Cuối năm,numeric__Tỷ lệ_1,numeric__Đầu năm
,,,%,VND,%,VND,,,,
- Công ty TNHH MTV Quản lý Dự án Bình Dương,- Công ty TNHH MTV Quản lý Dự án Bình Dương,- Công ty TNHH MTV Quản lý Dự án Bình Dương,"60,98",1.829.274.000.000,"60,98",1.829.274.000.000,60.98,1829274000000.0,60.98,1829274000000.0
- Công ty Cổ Phần Sam Holdings,- Công ty Cổ Phần Sam Holdings,- Công ty Cổ Phần Sam Holdings,"8,00",240.000.000.000,"8,00",240.000.000.000,8.0,240000000000.0,8.0,240000000000.0
- Công ty Cổ Phần Đầu tư U&I,- Công ty Cổ Phần Đầu tư U&I,- Công ty Cổ Phần Đầu tư U&I,"6,00",180.000.000.000,"6,00",180.000.000.000,6.0,180000000000.0,6.0,180000000000.0
- Công ty TNHH Phát Triển,- Công ty TNHH Phát Triển,- Công ty TNHH Phát Triển,"15,00",450.000.000.000,"15,00",450.000.000.000,15.0,450000000000.0,15.0,450000000000.0
- Cổ đông khác,- Cổ đông khác,- Cổ đông khác,"10,02",300.726.000.000,"10,02",300.726.000.000,10.02,300726000000.0,10.02,300726000000.0
,,,"100,00",3.000.000.000.000,"100,00",3.000.000.000.000,100.0,3000000000000.0,100.0,3000000000000.0
