row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,,,,
Tiền và các khoản tương đương tiền,Tại ngày 31/12/2019 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,219.263.132.224,-,-,219.263.132.224,219263132224.0,,,219263132224.0
"Phải thu khách hàng, phải thu khác","Tại ngày 31/12/2019 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",1.508.513.591.517,398.999.262.649,-,1.907.512.854.166,1508513591517.0,398999262649.0,,1907512854166.0
Các khoản cho vay,Tại ngày 31/12/2019 > Các khoản cho vay,Các khoản cho vay,61.267.650.647,117.243.151.713,-,178.510.802.360,61267650647.0,117243151713.0,,178510802360.0
,,,1.789.044.374.388,516.242.414.362,-,2.305.286.788.750,1789044374388.0,516242414362.0,,2305286788750.0
Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,,,,
Tiền và các khoản tương đương tiền,Tại ngày 01/01/2019 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,275.373.548.384,-,-,275.373.548.384,275373548384.0,,,275373548384.0
"Phải thu khách hàng, phải thu khác","Tại ngày 01/01/2019 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",412.972.716.096,673.514.952.799,-,1.086.487.668.895,412972716096.0,673514952799.0,,1086487668895.0
Các khoản cho vay,Tại ngày 01/01/2019 > Các khoản cho vay,Các khoản cho vay,150.519.572.028,9.896.049.652,-,160.415.621.680,150519572028.0,9896049652.0,,160415621680.0
,,,838.865.836.508,683.411.002.451,-,1.522.276.838.959,838865836508.0,683411002451.0,,1522276838959.0
