row_label_raw,row_label_full,col_0,Kinh doanh thương mại,Kinh doanh hạ tầng khu công nghiệp,Các hoạt động khác,Tổng cộng các bộ phận,Loại trừ,Tổng cộng toàn doanh nghiệp,numeric__Kinh doanh thương mại,numeric__Kinh doanh hạ tầng khu công nghiệp,numeric__Các hoạt động khác,numeric__Tổng cộng các bộ phận,numeric__Loại trừ,numeric__Tổng cộng toàn doanh nghiệp
,,,VND,VND,VND,VND,VND,VND,,,,,,
Doanh thu thuần từ bán hàng ra bên ngoài,Doanh thu thuần từ bán hàng ra bên ngoài,Doanh thu thuần từ bán hàng ra bên ngoài,836.923.840.807,832.296.953.400,4.794.591.427,1.674.015.385.634,-,1.674.015.385.634,836923840807.0,832296953400.0,4794591427.0,1674015385634.0,,1674015385634.0
Lợi nhuận từ hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh,21.095.503.376,373.494.317.071,4.794.591.427,399.384.411.874,-,399.384.411.874,21095503376.0,373494317071.0,4794591427.0,399384411874.0,,399384411874.0
Tổng chi phí mua TSCĐ,Tổng chi phí mua TSCĐ,Tổng chi phí mua TSCĐ,-,34.610.526.772,19.218.810.572,53.829.337.344,-,53.829.337.344,,34610526772.0,19218810572.0,53829337344.0,,53829337344.0
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,3.331.324.960.292,1.213.785.811.219,1.127.593.814.791,5.672.704.586.302,-,5.672.704.586.302,3331324960292.0,1213785811219.0,1127593814791.0,5672704586302.0,,5672704586302.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,3.331.324.960.292,1.213.785.811.219,1.127.593.814.791,5.672.704.586.302,-,5.672.704.586.302,3331324960292.0,1213785811219.0,1127593814791.0,5672704586302.0,,5672704586302.0
Nợ phải trả của các bộ phận,Nợ phải trả của các bộ phận,Nợ phải trả của các bộ phận,1.713.473.350.706,562.712.684.041,119.569.367.865,2.395.755.402.612,-,2.395.755.402.612,1713473350706.0,562712684041.0,119569367865.0,2395755402612.0,,2395755402612.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,-,-,-,114.197.804.396,-,114.197.804.396,,,,114197804396.0,,114197804396.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,1.713.473.350.706,562.712.684.041,119.569.367.865,2.509.953.207.008,-,2.509.953.207.008,1713473350706.0,562712684041.0,119569367865.0,2509953207008.0,,2509953207008.0
