row_label_raw,row_label_full,col_0,col_1,Năm 2019,Từ ngày 01/11/2018đến ngày 31/12/2018,numeric__col_1,numeric__Năm 2019,numeric__Từ ngày 01/11/2018đến ngày 31/12/2018
,,,,VND,VND,,,
a),a),a),Số tiền đi vay thực thu trong năm,,,,,
a),a) > a),a),Tiền thu từ đi vay theo khế ước thông thường,1.484.185.704.507,697.040.000.000,,1484185704507.0,697040000000.0
b),b),b),Số tiền đã thực trả gốc vay trong năm,,,,,
b),b) > b),b),Tiền trả nợ gốc vay theo khế ước thông thường,1.843.845.970.000,485.236.000.000,,1843845970000.0,485236000000.0
