row_label_raw,row_label_full,col_0,31/12/2019 > Giá trị,31/12/2019 > Dự phòng,01/01/2019 > Giá trị,01/01/2019 > Dự phòng,numeric__31/12/2019 > Giá trị,numeric__31/12/2019 > Dự phòng,numeric__01/01/2019 > Giá trị,numeric__01/01/2019 > Dự phòng
,,,VND,VND,VND,VND,,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
- Công ty CP Đầu Tư và Phát Triển Tân Thành (1),a) Ngắn hạn > - Công ty CP Đầu Tư và Phát Triển Tân Thành (1),- Công ty CP Đầu Tư và Phát Triển Tân Thành (1),30.000.000.000,-,107.347.102.061,-,30000000000.0,,107347102061.0,
- Công ty TNHH YCH-PROTRADE (2),a) Ngắn hạn > - Công ty TNHH YCH-PROTRADE (2),- Công ty TNHH YCH-PROTRADE (2),8.297.388.748,-,17.026.469.968,-,8297388748.0,,17026469968.0,
- Công ty CP Cao su Dầu Tiếng Việt Lào,a) Ngắn hạn > - Công ty CP Cao su Dầu Tiếng Việt Lào,- Công ty CP Cao su Dầu Tiếng Việt Lào,-,-,13.000.000.000,-,,,13000000000.0,
- Công ty Điện lực Bình Dương (3),a) Ngắn hạn > - Công ty Điện lực Bình Dương (3),- Công ty Điện lực Bình Dương (3),5.570.261.899,-,9.145.999.999,-,5570261899.0,,9145999999.0,
- Đối tượng khác,a) Ngắn hạn > - Đối tượng khác,- Đối tượng khác,-,-,525.651.020,(525.651.020),,,525651020.0,-525651020.0
,,,43.867.650.647,-,147.045.223.048,(525.651.020),43867650647.0,,147045223048.0,-525651020.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
- Công ty CP Đầu Tư và Phát Triển Tân Thành (1),b) Dài hạn > - Công ty CP Đầu Tư và Phát Triển Tân Thành (1),- Công ty CP Đầu Tư và Phát Triển Tân Thành (1),107.347.102.061,-,-,-,107347102061.0,,,
- Công ty CP Du lịch D&M (4),b) Dài hạn > - Công ty CP Du lịch D&M (4),- Công ty CP Du lịch D&M (4),9.896.049.652,-,9.896.049.652,-,9896049652.0,,9896049652.0,
,,,117.243.151.713,-,9.896.049.652,-,117243151713.0,,9896049652.0,
c) Phải thu về cho vay là các bên liên quan,b) Dài hạn > c) Phải thu về cho vay là các bên liên quan,c) Phải thu về cho vay là các bên liên quan,145.644.490.809,-,137.373.572.029,-,145644490809.0,,137373572029.0,
