row_label_raw,row_label_full,col_0,Chi phí sửa chữa lớntài sản cố địnhVND,Dự phòng khácVND,Tổng cộngVND,numeric__Chi phí sửa chữa lớntài sản cố địnhVND,numeric__Dự phòng khácVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,336.957.474.933,8.913.214.728,345.870.689.661,336957474933.0,8913214728.0,345870689661.0
Trích lập thuần trong năm,Trích lập thuần trong năm,Trích lập thuần trong năm,202.133.815.436,5.804.804.469,207.938.619.905,202133815436.0,5804804469.0,207938619905.0
Các khoản dự phòng đã sửdụng,Các khoản dự phòng đã sửdụng,Các khoản dự phòng đã sửdụng,(198.858.585.544),-,(198.858.585.544),-198858585544.0,,-198858585544.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,340.232.704.825,14.718.019.197,354.950.724.022,340232704825.0,14718019197.0,354950724022.0
