row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,9.468.678.507.601,8.459.558.642.690,,300.0,,9468678507601.0,8459558642690.0
I.,I.,I.,Nợ ngắn hạn,310,,3.714.296.573.614,3.392.213.586.806,,310.0,,3714296573614.0,3392213586806.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,16,872.605.959.416,794.247.268.814,,311.0,16.0,872605959416.0,794247268814.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,17,32.141.459.207,51.736.032.666,,312.0,17.0,32141459207.0,51736032666.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,11,169.067.010.541,88.460.162.463,,313.0,11.0,169067010541.0,88460162463.0
4.,4.,4.,Phải trả người lao động,314,,323.154.572.480,326.390.428.368,,314.0,,323154572480.0,326390428368.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,18,161.752.841.337,137.331.269.596,,315.0,18.0,161752841337.0,137331269596.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,,75.494.312.838,30.283.517.530,,318.0,,75494312838.0,30283517530.0
7.,7.,7.,Phải trả ngắn hạn khác,319,19,146.256.432.610,218.679.556.177,,319.0,19.0,146256432610.0,218679556177.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,21,1.488.402.615.113,1.387.771.910.484,,320.0,21.0,1488402615113.0,1387771910484.0
9.,9.,9.,Dự phòng phải trả ngắn hạn,321,20,285.597.688.531,216.924.608.203,,321.0,20.0,285597688531.0,216924608203.0
10.,10.,10.,"Quỹ khen thưởng, phúc lợi",322,,159.823.681.541,140.388.832.505,,322.0,,159823681541.0,140388832505.0
II.,II.,II.,Nợ dài hạn,330,,5.754.381.933.987,5.067.345.055.884,,330.0,,5754381933987.0,5067345055884.0
1.,1.,1.,Phải trả dài hạn khác,337,19,309.346.396.995,397.966.927.419,,337.0,19.0,309346396995.0,397966927419.0
2.,2.,2.,Vay và nợ thuê tài chính dài hạn,338,22,5.375.530.706.560,4.540.432.047.007,,338.0,22.0,5375530706560.0,4540432047007.0
3.,3.,3.,Thuế thu nhập hoãn lại phải trả,341,15,151.794.941,-,,341.0,15.0,151794941.0,
4.,4.,4.,Dự phòng phải trả dài hạn,342,20,69.353.035.491,128.946.081.458,,342.0,20.0,69353035491.0,128946081458.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,10.389.474.545.148,9.030.394.792.063,,400.0,,10389474545148.0,9030394792063.0
I.,I.,I.,Vốn chủ sở hữu,410,23,10.389.474.545.148,9.030.394.792.063,,410.0,23.0,10389474545148.0,9030394792063.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,3.560.126.380.000,3.236.512.460.000,,411.0,,3560126380000.0,3236512460000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,3.560.126.380.000,3.236.512.460.000,,,,3560126380000.0,3236512460000.0
2.,2.,2.,Vốn khác của chủ sở hữu,414,,427.875.980.000,230.287.240.000,,414.0,,427875980000.0,230287240000.0
3.,3.,3.,Quỹ đầu tư phát triển,418,,1.711.393.995.572,1.461.254.641.549,,418.0,,1711393995572.0,1461254641549.0
4.,4.,4.,Quỹ khác thuộc vốn chủ sở hữu,420,,46.060.439.748,46.060.438.823,,420.0,,46060439748.0,46060438823.0
5.,5.,5.,Lợi nhuận sau thuế chưa phân phối,421,,1.973.676.231.272,1.836.654.737.011,,421.0,,1973676231272.0,1836654737011.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,880.442.261.711,864.210.890.380,,,,880442261711.0,864210890380.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,1.093.233.969.561,972.443.846.631,,,,1093233969561.0,972443846631.0
6.,6.,6.,Lợi ích cổ đông không kiểm soát,429,,2.670.341.518.556,2.219.625.274.680,,429.0,,2670341518556.0,2219625274680.0
