row_label_raw,row_label_full,col_0,CHÌ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHÌ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III.,III.,III.,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
1.,III. > 1.,1.,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",31,140.665.318.560,57.644.608.127,,31.0,140665318560.0,57644608127.0
2.,III. > 2.,2.,Tiền thu từ đi vay,33,2.736.032.497.144,3.564.670.776.391,,33.0,2736032497144.0,3564670776391.0
3.,III. > 3.,3.,Tiền trả nợ gốc vay,34,(1.808.754.133.703),(1.368.329.636.005),,34.0,-1808754133703.0,-1368329636005.0
4.,III. > 4.,4.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(152.170.634.540),(171.852.133.700),,36.0,-152170634540.0,-171852133700.0
4.,III. > 4.,4.,Lưu chuyển tiền thuần từ hoạt động tài chính,40,915.773.047.461,2.082.133.614.813,,40.0,915773047461.0,2082133614813.0
4.,III. > 4.,4.,Lưu chuyển tiền thuần trong năm (50=20+30+40),50,166.300.246.377,(818.378.604.178),,50.0,166300246377.0,-818378604178.0
4.,III. > 4.,4.,Tiền và tương đương tiền đầu năm,60,979.225.965.598,1.793.749.749.410,,60.0,979225965598.0,1793749749410.0
4.,III. > 4.,4.,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đối ngoại tệ,61,6.504.558.564,3.854.820.366,,61.0,6504558564.0,3854820366.0
4.,III. > 4.,4.,Tiền và tương đương tiền cuối năm (70=50+60+61),70,1.152.030.770.539,979.225.965.598,,70.0,1152030770539.0,979225965598.0
