row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,1.868.391.059.627,1.548.611.119.787,,1.0,1868391059627.0,1548611119787.0
2.,2.,2.,Điều chỉnh cho các khoản:,,,,,,,
,,,Khấu hao tài sản cố định,02,1.798.639.134.000,1.354.303.769.919,,2.0,1798639134000.0,1354303769919.0
,,,Các khoản dự phòng,03,(3.804.464.296),12.054.268.178,,3.0,-3804464296.0,12054268178.0
,,,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,04,27.957.323.434,46.737.077.434,,4.0,27957323434.0,46737077434.0
,,,Lãi từ hoạt động đầu tư,05,(391.000.982.370),(397.953.120.652),,5.0,-391000982370.0,-397953120652.0
,,,Chi phí lãi vay,06,417.711.767.303,355.216.330.968,,6.0,417711767303.0,355216330968.0
,,,Chi phí lãi trả chậm,07,18.879.071.301,24.697.862.024,,7.0,18879071301.0,24697862024.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,3.736.772.908.999,2.943.667.307.658,,8.0,3736772908999.0,2943667307658.0
,,,Thay đổi các khoản phải thu,09,(197.575.650.045),65.151.448.186,,9.0,-197575650045.0,65151448186.0
,,,Thay đổi hàng tồn kho,10,(98.407.896.041),(22.849.929.493),,10.0,-98407896041.0,-22849929493.0
,,,Thay đổi các khoản phải trả,11,5.077.805.229,92.289.647.747,,11.0,5077805229.0,92289647747.0
,,,Thay đổi chi phí trả trước,12,(33.036.544.217),(435.463.088.296),,12.0,-33036544217.0,-435463088296.0
,,,"Tiền lãi vay, lãi trả chậm đã trả",14,(422.147.730.420),(505.394.431.752),,14.0,-422147730420.0,-505394431752.0
,,,Thuế thu nhập doanh nghiệp đã nộp,15,(299.108.048.875),(341.803.947.316),,15.0,-299108048875.0,-341803947316.0
,,,Tiền chi khác cho hoạt động kinh doanh,17,(123.608.006.802),(96.395.006.998),,17.0,-123608006802.0,-96395006998.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,2.567.966.837.828,1.699.201.999.736,,20.0,2567966837828.0,1699201999736.0
II.,II.,II.,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,(3.965.706.557.109),(4.186.166.428.696),,21.0,-3965706557109.0,-4186166428696.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",22,306.232.932.517,74.460.047.351,,22.0,306232932517.0,74460047351.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(5.772.250.154.044),(4.485.508.665.429),,23.0,-5772250154044.0,-4485508665429.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,5.889.503.671.131,3.713.657.057.261,,24.0,5889503671131.0,3713657057261.0
5.,II. > 5.,5.,"Tiền thu lãi cho vay, cố tức và lợi nhuận được chia",27,224.780.468.593,283.843.770.786,,27.0,224780468593.0,283843770786.0
,,,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(3.317.439.638.912),(4.599.714.218.727),,30.0,-3317439638912.0,-4599714218727.0
